district,localities,facility,type,owned,rented,rentfree,total,pct
KHANEWAL DISTRICT,Urban,Kitchen,Separate,45434,7451,1340,54225,57.43
KHANEWAL DISTRICT,Urban,Kitchen,Shared,11869,1589,412,13870,14.69
KHANEWAL DISTRICT,Urban,Kitchen,None,21527,3299,1494,26320,27.88
KHANEWAL DISTRICT,Urban,Bathroom,Separate,58372,9612,1874,69858,73.98999999999999
KHANEWAL DISTRICT,Urban,Bathroom,Shared,17195,2436,648,20279,21.48
KHANEWAL DISTRICT,Urban,Bathroom,None,3263,291,724,4278,4.53
KHANEWAL DISTRICT,Urban,Latrine,Connected With Sewerage,40824,7722,1437,49983,52.94
KHANEWAL DISTRICT,Urban,Latrine,Connected With Septic Tank,3538,431,96,4065,4.31
KHANEWAL DISTRICT,Urban,Latrine,Connected With Open Drain,23627,3087,898,27612,29.25
KHANEWAL DISTRICT,Urban,Latrine,Pit With Slab,8621,932,238,9791,10.37
KHANEWAL DISTRICT,Urban,Latrine,Other,505,70,95,670,.71
KHANEWAL DISTRICT,Urban,Latrine,None,1715,97,482,2294,2.43
LODHRAN DISTRICT,All,Kitchen,Separate,94985,3463,2374,100822,38.39
LODHRAN DISTRICT,All,Kitchen,Shared,26090,478,839,27407,10.44
LODHRAN DISTRICT,All,Kitchen,None,122190,2585,9625,134400,51.17
LODHRAN DISTRICT,All,Bathroom,Separate,131612,5039,3818,140469,53.49
LODHRAN DISTRICT,All,Bathroom,Shared,49449,908,1920,52277,19.91
LODHRAN DISTRICT,All,Bathroom,None,62204,579,7100,69883,26.61
LODHRAN DISTRICT,All,Latrine,Connected With Sewerage,40634,4275,1196,46105,17.56
LODHRAN DISTRICT,All,Latrine,Connected With Septic Tank,37648,248,1335,39231,14.94
LODHRAN DISTRICT,All,Latrine,Connected With Open Drain,43975,1045,2070,47090,17.93
LODHRAN DISTRICT,All,Latrine,Pit With Slab,66718,549,2379,69646,26.52
LODHRAN DISTRICT,All,Latrine,Other,4829,52,300,5181,1.97
LODHRAN DISTRICT,All,Latrine,None,49461,357,5558,55376,21.09
LODHRAN DISTRICT,Rural,Kitchen,Separate,75577,544,1912,78033,35.41
LODHRAN DISTRICT,Rural,Kitchen,Shared,21367,103,689,22159,10.05
LODHRAN DISTRICT,Rural,Kitchen,None,110029,1108,9053,120190,54.54
LODHRAN DISTRICT,Rural,Bathroom,Separate,104603,1020,3074,108697,49.32
LODHRAN DISTRICT,Rural,Bathroom,Shared,41583,279,1663,43525,19.75
LODHRAN DISTRICT,Rural,Bathroom,None,60787,456,6917,68160,30.93
LODHRAN DISTRICT,Rural,Latrine,Connected With Sewerage,14887,436,439,15762,7.15
LODHRAN DISTRICT,Rural,Latrine,Connected With Septic Tank,36599,173,1296,38068,17.27
LODHRAN DISTRICT,Rural,Latrine,Connected With Open Drain,37207,434,1854,39495,17.92
LODHRAN DISTRICT,Rural,Latrine,Pit With Slab,65088,385,2323,67796,30.76
LODHRAN DISTRICT,Rural,Latrine,Other,4632,27,293,4952,2.25
LODHRAN DISTRICT,Rural,Latrine,None,48560,300,5449,54309,24.64
LODHRAN DISTRICT,Urban,Kitchen,Separate,19408,2919,462,22789,53.94
LODHRAN DISTRICT,Urban,Kitchen,Shared,4723,375,150,5248,12.42
LODHRAN DISTRICT,Urban,Kitchen,None,12161,1477,572,14210,33.64
LODHRAN DISTRICT,Urban,Bathroom,Separate,27009,4019,744,31772,75.20999999999999
LODHRAN DISTRICT,Urban,Bathroom,Shared,7866,629,257,8752,20.72
LODHRAN DISTRICT,Urban,Bathroom,None,1417,123,183,1723,4.08
LODHRAN DISTRICT,Urban,Latrine,Connected With Sewerage,25747,3839,757,30343,71.81999999999999
LODHRAN DISTRICT,Urban,Latrine,Connected With Septic Tank,1049,75,39,1163,2.75
LODHRAN DISTRICT,Urban,Latrine,Connected With Open Drain,6768,611,216,7595,17.98
LODHRAN DISTRICT,Urban,Latrine,Pit With Slab,1630,164,56,1850,4.38
LODHRAN DISTRICT,Urban,Latrine,Other,197,25,7,229,.54
LODHRAN DISTRICT,Urban,Latrine,None,901,57,109,1067,2.53
VEHARI DISTRICT,All,Kitchen,Separate,155775,10092,5651,171518,37.36
VEHARI DISTRICT,All,Kitchen,Shared,44641,1988,2039,48668,10.6
VEHARI DISTRICT,All,Kitchen,None,208366,7592,22913,238871,52.04
VEHARI DISTRICT,All,Bathroom,Separate,250094,14691,11545,276330,60.2
VEHARI DISTRICT,All,Bathroom,Shared,94873,3975,5066,103914,22.64
VEHARI DISTRICT,All,Bathroom,None,63815,1006,13992,78813,17.17
VEHARI DISTRICT,All,Latrine,Connected With Sewerage,91180,12458,3795,107433,23.4
VEHARI DISTRICT,All,Latrine,Connected With Septic Tank,64216,946,3041,68203,14.86
VEHARI DISTRICT,All,Latrine,Connected With Open Drain,106396,3918,6698,117012,25.49
VEHARI DISTRICT,All,Latrine,Pit With Slab,76673,1467,3715,81855,17.83
VEHARI DISTRICT,All,Latrine,Other,5799,102,612,6513,1.42
VEHARI DISTRICT,All,Latrine,None,64518,781,12742,78041,17
VEHARI DISTRICT,Rural,Kitchen,Separate,119573,2789,4484,126846,33.54
VEHARI DISTRICT,Rural,Kitchen,Shared,35795,666,1678,38139,10.09
VEHARI DISTRICT,Rural,Kitchen,None,187919,3748,21487,213154,56.37
VEHARI DISTRICT,Rural,Bathroom,Separate,200811,4670,9730,215211,56.91
VEHARI DISTRICT,Rural,Bathroom,Shared,80273,1736,4427,86436,22.86
VEHARI DISTRICT,Rural,Bathroom,None,62203,797,13492,76492,20.23
VEHARI DISTRICT,Rural,Latrine,Connected With Sewerage,43967,2599,1921,48487,12.82
VEHARI DISTRICT,Rural,Latrine,Connected With Septic Tank,63176,776,2992,66944,17.7
VEHARI DISTRICT,Rural,Latrine,Connected With Open Drain,91906,1824,6146,99876,26.41
VEHARI DISTRICT,Rural,Latrine,Pit With Slab,74824,1239,3641,79704,21.08
VEHARI DISTRICT,Rural,Latrine,Other,5629,76,580,6285,1.66
VEHARI DISTRICT,Rural,Latrine,None,63785,689,12369,76843,20.32
VEHARI DISTRICT,Urban,Kitchen,Separate,36202,7303,1167,44672,55.21
VEHARI DISTRICT,Urban,Kitchen,Shared,8846,1322,361,10529,13.01
VEHARI DISTRICT,Urban,Kitchen,None,20447,3844,1426,25717,31.78
VEHARI DISTRICT,Urban,Bathroom,Separate,49283,10021,1815,61119,75.53
VEHARI DISTRICT,Urban,Bathroom,Shared,14600,2239,639,17478,21.6
VEHARI DISTRICT,Urban,Bathroom,None,1612,209,500,2321,2.87
VEHARI DISTRICT,Urban,Latrine,Connected With Sewerage,47213,9859,1874,58946,72.84999999999999
VEHARI DISTRICT,Urban,Latrine,Connected With Septic Tank,1040,170,49,1259,1.56
VEHARI DISTRICT,Urban,Latrine,Connected With Open Drain,14490,2094,552,17136,21.18
VEHARI DISTRICT,Urban,Latrine,Pit With Slab,1849,228,74,2151,2.66
VEHARI DISTRICT,Urban,Latrine,Other,170,26,32,228,.28
VEHARI DISTRICT,Urban,Latrine,None,733,92,373,1198,1.48
JACOBABAD DISTRICT,All,Kitchen,Separate,56087,5709,7811,69607,39.46
JACOBABAD DISTRICT,All,Kitchen,Shared,32366,3156,6134,41656,23.61
JACOBABAD DISTRICT,All,Kitchen,None,48318,1716,15119,65153,36.93
JACOBABAD DISTRICT,All,Bathroom,Separate,49860,5778,5500,61138,34.66
JACOBABAD DISTRICT,All,Bathroom,Shared,32445,3445,5474,41364,23.45
JACOBABAD DISTRICT,All,Bathroom,None,54466,1358,18090,73914,41.9
JACOBABAD DISTRICT,All,Latrine,Connected With Sewerage,20249,3739,1124,25112,14.23
JACOBABAD DISTRICT,All,Latrine,Connected With Septic Tank,5638,441,865,6944,3.94
JACOBABAD DISTRICT,All,Latrine,Connected With Open Drain,27701,2820,5990,36511,20.7
JACOBABAD DISTRICT,All,Latrine,Pit With Slab,28413,2089,5400,35902,20.35
JACOBABAD DISTRICT,All,Latrine,Other,10462,385,2223,13070,7.41
JACOBABAD DISTRICT,All,Latrine,None,44308,1107,13462,58877,33.37
JACOBABAD DISTRICT,Rural,Kitchen,Separate,34619,1138,6000,41757,33.66
JACOBABAD DISTRICT,Rural,Kitchen,Shared,17868,534,5383,23785,19.17
JACOBABAD DISTRICT,Rural,Kitchen,None,43755,864,13912,58531,47.17
JACOBABAD DISTRICT,Rural,Bathroom,Separate,27548,982,3796,32326,26.05
JACOBABAD DISTRICT,Rural,Bathroom,Shared,17233,551,4580,22364,18.02
JACOBABAD DISTRICT,Rural,Bathroom,None,51461,1003,16919,69383,55.92
JACOBABAD DISTRICT,Rural,Latrine,Connected With Sewerage,4837,473,399,5709,4.6
JACOBABAD DISTRICT,Rural,Latrine,Connected With Septic Tank,3657,95,345,4097,3.3
JACOBABAD DISTRICT,Rural,Latrine,Connected With Open Drain,13493,185,4434,18112,14.6
JACOBABAD DISTRICT,Rural,Latrine,Pit With Slab,21946,639,4739,27324,22.02
JACOBABAD DISTRICT,Rural,Latrine,Other,9458,196,2104,11758,9.48
JACOBABAD DISTRICT,Rural,Latrine,None,42851,948,13274,57073,46
JACOBABAD DISTRICT,Urban,Kitchen,Separate,21468,4571,1811,27850,53.21
JACOBABAD DISTRICT,Urban,Kitchen,Shared,14498,2622,751,17871,34.14
JACOBABAD DISTRICT,Urban,Kitchen,None,4563,852,1207,6622,12.65
JACOBABAD DISTRICT,Urban,Bathroom,Separate,22312,4796,1704,28812,55.04
JACOBABAD DISTRICT,Urban,Bathroom,Shared,15212,2894,894,19000,36.3
JACOBABAD DISTRICT,Urban,Bathroom,None,3005,355,1171,4531,8.66
JACOBABAD DISTRICT,Urban,Latrine,Connected With Sewerage,15412,3266,725,19403,37.07
JACOBABAD DISTRICT,Urban,Latrine,Connected With Septic Tank,1981,346,520,2847,5.44
JACOBABAD DISTRICT,Urban,Latrine,Connected With Open Drain,14208,2635,1556,18399,35.15
JACOBABAD DISTRICT,Urban,Latrine,Pit With Slab,6467,1450,661,8578,16.39
JACOBABAD DISTRICT,Urban,Latrine,Other,1004,189,119,1312,2.51
JACOBABAD DISTRICT,Urban,Latrine,None,1457,159,188,1804,3.45
KASHMOR DISTRICT,All,Kitchen,Separate,69278,4368,6437,80083,43.77
KASHMOR DISTRICT,All,Kitchen,Shared,48778,3856,4933,57567,31.47
KASHMOR DISTRICT,All,Kitchen,None,34485,2094,8717,45296,24.76
KASHMOR DISTRICT,All,Bathroom,Separate,55885,4458,3720,64063,35.02
KASHMOR DISTRICT,All,Bathroom,Shared,49015,4234,4473,57722,31.55
KASHMOR DISTRICT,All,Bathroom,None,47641,1626,11894,61161,33.43
KASHMOR DISTRICT,All,Latrine,Connected With Sewerage,17058,4410,803,22271,12.17
KASHMOR DISTRICT,All,Latrine,Connected With Septic Tank,4427,495,380,5302,2.9
KASHMOR DISTRICT,All,Latrine,Connected With Open Drain,46183,2818,5113,54114,29.58
KASHMOR DISTRICT,All,Latrine,Pit With Slab,30304,937,2800,34041,18.61
KASHMOR DISTRICT,All,Latrine,Other,13375,199,1799,15373,8.4
KASHMOR DISTRICT,All,Latrine,None,41194,1459,9192,51845,28.34
KASHMOR DISTRICT,Rural,Kitchen,Separate,52144,568,5514,58226,41.82
KASHMOR DISTRICT,Rural,Kitchen,Shared,37145,553,3273,40971,29.43
KASHMOR DISTRICT,Rural,Kitchen,None,31076,1169,7790,40035,28.75
KASHMOR DISTRICT,Rural,Bathroom,Separate,38379,403,2917,41699,29.95
KASHMOR DISTRICT,Rural,Bathroom,Shared,36694,562,2744,40000,28.73
KASHMOR DISTRICT,Rural,Bathroom,None,45292,1325,10916,57533,41.32
KASHMOR DISTRICT,Rural,Latrine,Connected With Sewerage,4630,96,480,5206,3.74
KASHMOR DISTRICT,Rural,Latrine,Connected With Septic Tank,3408,48,235,3691,2.65
KASHMOR DISTRICT,Rural,Latrine,Connected With Open Drain,34011,568,3867,38446,27.61
KASHMOR DISTRICT,Rural,Latrine,Pit With Slab,25212,183,1784,27179,19.52
KASHMOR DISTRICT,Rural,Latrine,Other,12947,104,1672,14723,10.57
KASHMOR DISTRICT,Rural,Latrine,None,40157,1291,8539,49987,35.9
KASHMOR DISTRICT,Urban,Kitchen,Separate,17134,3800,923,21857,50
KASHMOR DISTRICT,Urban,Kitchen,Shared,11633,3303,1660,16596,37.96
KASHMOR DISTRICT,Urban,Kitchen,None,3409,925,927,5261,12.04
KASHMOR DISTRICT,Urban,Bathroom,Separate,17506,4055,803,22364,51.16
KASHMOR DISTRICT,Urban,Bathroom,Shared,12321,3672,1729,17722,40.54
KASHMOR DISTRICT,Urban,Bathroom,None,2349,301,978,3628,8.300000000000001
KASHMOR DISTRICT,Urban,Latrine,Connected With Sewerage,12428,4314,323,17065,39.04
KASHMOR DISTRICT,Urban,Latrine,Connected With Septic Tank,1019,447,145,1611,3.69
KASHMOR DISTRICT,Urban,Latrine,Connected With Open Drain,12172,2250,1246,15668,35.84
KASHMOR DISTRICT,Urban,Latrine,Pit With Slab,5092,754,1016,6862,15.7
KASHMOR DISTRICT,Urban,Latrine,Other,428,95,127,650,1.49
KASHMOR DISTRICT,Urban,Latrine,None,1037,168,653,1858,4.25
KAMBAR SHAHDAD KOT DISTRICT,All,Kitchen,Separate,101046,2812,4020,107878,49.47
KAMBAR SHAHDAD KOT DISTRICT,All,Kitchen,Shared,50220,2024,2884,55128,25.28
KAMBAR SHAHDAD KOT DISTRICT,All,Kitchen,None,48853,986,5240,55079,25.26
KAMBAR SHAHDAD KOT DISTRICT,All,Bathroom,Separate,95770,3041,2485,101296,46.45
KAMBAR SHAHDAD KOT DISTRICT,All,Bathroom,Shared,52746,2283,2773,57802,26.5
KAMBAR SHAHDAD KOT DISTRICT,All,Bathroom,None,51603,498,6886,58987,27.05
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,Connected With Sewerage,33184,1817,457,35458,16.26
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,Connected With Septic Tank,12124,433,733,13290,6.09
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,Connected With Open Drain,62326,1881,2416,66623,30.55
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,Pit With Slab,38826,1064,2393,42283,19.39
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,Other,19529,216,1539,21284,9.76
KAMBAR SHAHDAD KOT DISTRICT,All,Latrine,None,34130,411,4606,39147,17.95
KAMBAR SHAHDAD KOT DISTRICT,Rural,Kitchen,Separate,67749,412,2543,70704,46.72
KAMBAR SHAHDAD KOT DISTRICT,Rural,Kitchen,Shared,30591,500,2045,33136,21.89
KAMBAR SHAHDAD KOT DISTRICT,Rural,Kitchen,None,42854,165,4487,47506,31.39
KAMBAR SHAHDAD KOT DISTRICT,Rural,Bathroom,Separate,61749,397,1444,63590,42.02
KAMBAR SHAHDAD KOT DISTRICT,Rural,Bathroom,Shared,31803,496,1859,34158,22.57
KAMBAR SHAHDAD KOT DISTRICT,Rural,Bathroom,None,47642,184,5772,53598,35.41
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,Connected With Sewerage,13291,80,186,13557,8.960000000000001
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,Connected With Septic Tank,8653,91,542,9286,6.14
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,Connected With Open Drain,42449,298,1978,44725,29.55
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,Pit With Slab,27427,214,1454,29095,19.22
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,Other,16919,93,1233,18245,12.06
KAMBAR SHAHDAD KOT DISTRICT,Rural,Latrine,None,32455,301,3682,36438,24.08
KAMBAR SHAHDAD KOT DISTRICT,Urban,Kitchen,Separate,33297,2400,1477,37174,55.7
KAMBAR SHAHDAD KOT DISTRICT,Urban,Kitchen,Shared,19629,1524,839,21992,32.95
KAMBAR SHAHDAD KOT DISTRICT,Urban,Kitchen,None,5999,821,753,7573,11.35
KAMBAR SHAHDAD KOT DISTRICT,Urban,Bathroom,Separate,34021,2644,1041,37706,56.5
KAMBAR SHAHDAD KOT DISTRICT,Urban,Bathroom,Shared,20943,1787,914,23644,35.43
KAMBAR SHAHDAD KOT DISTRICT,Urban,Bathroom,None,3961,314,1114,5389,8.07
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,Connected With Sewerage,19893,1737,271,21901,32.82
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,Connected With Septic Tank,3471,342,191,4004,6
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,Connected With Open Drain,19877,1583,438,21898,32.81
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,Pit With Slab,11399,850,939,13188,19.76
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,Other,2610,123,306,3039,4.55
KAMBAR SHAHDAD KOT DISTRICT,Urban,Latrine,None,1675,110,924,2709,4.06
LARKANA DISTRICT,All,Kitchen,Separate,124256,12362,3019,139637,53.83
LARKANA DISTRICT,All,Kitchen,Shared,69075,6875,2433,78383,30.22
LARKANA DISTRICT,All,Kitchen,None,36955,2246,2190,41391,15.96
LARKANA DISTRICT,All,Bathroom,Separate,125323,13054,3161,141538,54.56
LARKANA DISTRICT,All,Bathroom,Shared,75235,7371,2456,85062,32.79
LARKANA DISTRICT,All,Bathroom,None,29728,1058,2025,32811,12.65
LARKANA DISTRICT,All,Latrine,Connected With Sewerage,67134,10325,1429,78888,30.41
LARKANA DISTRICT,All,Latrine,Connected With Septic Tank,13053,1430,694,15177,5.85
LARKANA DISTRICT,All,Latrine,Connected With Open Drain,88984,6951,2775,98710,38.05
LARKANA DISTRICT,All,Latrine,Pit With Slab,30857,1572,943,33372,12.86
LARKANA DISTRICT,All,Latrine,Other,13120,536,405,14061,5.42
LARKANA DISTRICT,All,Latrine,None,17138,669,1396,19203,7.4
LARKANA DISTRICT,Rural,Kitchen,Separate,65318,782,2065,68165,48.75
LARKANA DISTRICT,Rural,Kitchen,Shared,37214,405,1337,38956,27.86
LARKANA DISTRICT,Rural,Kitchen,None,30463,476,1773,32712,23.39
LARKANA DISTRICT,Rural,Bathroom,Separate,64199,843,2023,67065,47.96
LARKANA DISTRICT,Rural,Bathroom,Shared,42179,406,1397,43982,31.45
LARKANA DISTRICT,Rural,Bathroom,None,26617,414,1755,28786,20.59
LARKANA DISTRICT,Rural,Latrine,Connected With Sewerage,20835,376,584,21795,15.59
LARKANA DISTRICT,Rural,Latrine,Connected With Septic Tank,6742,95,407,7244,5.18
LARKANA DISTRICT,Rural,Latrine,Connected With Open Drain,55901,671,1747,58319,41.71
LARKANA DISTRICT,Rural,Latrine,Pit With Slab,22731,191,800,23722,16.96
LARKANA DISTRICT,Rural,Latrine,Other,11317,86,369,11772,8.42
LARKANA DISTRICT,Rural,Latrine,None,15469,244,1268,16981,12.14
LARKANA DISTRICT,Urban,Kitchen,Separate,58938,11580,954,71472,59.77
LARKANA DISTRICT,Urban,Kitchen,Shared,31861,6470,1096,39427,32.97
LARKANA DISTRICT,Urban,Kitchen,None,6492,1770,417,8679,7.26
LARKANA DISTRICT,Urban,Bathroom,Separate,61124,12211,1138,74473,62.28
LARKANA DISTRICT,Urban,Bathroom,Shared,33056,6965,1059,41080,34.35
LARKANA DISTRICT,Urban,Bathroom,None,3111,644,270,4025,3.37
LARKANA DISTRICT,Urban,Latrine,Connected With Sewerage,46299,9949,845,57093,47.75
LARKANA DISTRICT,Urban,Latrine,Connected With Septic Tank,6311,1335,287,7933,6.63
LARKANA DISTRICT,Urban,Latrine,Connected With Open Drain,33083,6280,1028,40391,33.78
LARKANA DISTRICT,Urban,Latrine,Pit With Slab,8126,1381,143,9650,8.07
LARKANA DISTRICT,Urban,Latrine,Other,1803,450,36,2289,1.91
LARKANA DISTRICT,Urban,Latrine,None,1669,425,128,2222,1.86
SHIKARPUR DISTRICT,All,Kitchen,Separate,100843,4116,4655,109614,54.17
SHIKARPUR DISTRICT,All,Kitchen,Shared,37110,1113,2812,41035,20.28
SHIKARPUR DISTRICT,All,Kitchen,None,43827,800,7090,51717,25.56
SHIKARPUR DISTRICT,All,Bathroom,Separate,95304,4372,3862,103538,51.16
SHIKARPUR DISTRICT,All,Bathroom,Shared,40541,1243,2887,44671,22.07
SHIKARPUR DISTRICT,All,Bathroom,None,45935,414,7808,54157,26.76
SHIKARPUR DISTRICT,All,Latrine,Connected With Sewerage,39027,2910,1396,43333,21.41
SHIKARPUR DISTRICT,All,Latrine,Connected With Septic Tank,8552,217,501,9270,4.58
SHIKARPUR DISTRICT,All,Latrine,Connected With Open Drain,50760,1723,3390,55873,27.61
SHIKARPUR DISTRICT,All,Latrine,Pit With Slab,33031,721,1275,35027,17.31
SHIKARPUR DISTRICT,All,Latrine,Other,15245,189,1806,17240,8.52
SHIKARPUR DISTRICT,All,Latrine,None,35165,269,6189,41623,20.57
SHIKARPUR DISTRICT,Rural,Kitchen,Separate,69657,481,3344,73482,48.31
SHIKARPUR DISTRICT,Rural,Kitchen,Shared,28584,259,2494,31337,20.6
SHIKARPUR DISTRICT,Rural,Kitchen,None,40353,221,6700,47274,31.08
SHIKARPUR DISTRICT,Rural,Bathroom,Separate,63316,452,2453,66221,43.54
SHIKARPUR DISTRICT,Rural,Bathroom,Shared,31209,278,2544,34031,22.38
SHIKARPUR DISTRICT,Rural,Bathroom,None,44069,231,7541,51841,34.09
SHIKARPUR DISTRICT,Rural,Latrine,Connected With Sewerage,16307,275,469,17051,11.21
SHIKARPUR DISTRICT,Rural,Latrine,Connected With Septic Tank,7075,74,473,7622,5.01
SHIKARPUR DISTRICT,Rural,Latrine,Connected With Open Drain,39551,179,2636,42366,27.86
SHIKARPUR DISTRICT,Rural,Latrine,Pit With Slab,26830,106,1143,28079,18.46
SHIKARPUR DISTRICT,Rural,Latrine,Other,14850,133,1789,16772,11.03
SHIKARPUR DISTRICT,Rural,Latrine,None,33981,194,6028,40203,26.43
SHIKARPUR DISTRICT,Urban,Kitchen,Separate,31186,3635,1311,36132,71.87
SHIKARPUR DISTRICT,Urban,Kitchen,Shared,8526,854,318,9698,19.29
SHIKARPUR DISTRICT,Urban,Kitchen,None,3474,579,390,4443,8.84
SHIKARPUR DISTRICT,Urban,Bathroom,Separate,31988,3920,1409,37317,74.23
SHIKARPUR DISTRICT,Urban,Bathroom,Shared,9332,965,343,10640,21.16
SHIKARPUR DISTRICT,Urban,Bathroom,None,1866,183,267,2316,4.61
SHIKARPUR DISTRICT,Urban,Latrine,Connected With Sewerage,22720,2635,927,26282,52.28
SHIKARPUR DISTRICT,Urban,Latrine,Connected With Septic Tank,1477,143,28,1648,3.28
SHIKARPUR DISTRICT,Urban,Latrine,Connected With Open Drain,11209,1544,754,13507,26.87
SHIKARPUR DISTRICT,Urban,Latrine,Pit With Slab,6201,615,132,6948,13.82
SHIKARPUR DISTRICT,Urban,Latrine,Other,395,56,17,468,.93
SHIKARPUR DISTRICT,Urban,Latrine,None,1184,75,161,1420,2.82
GHOTKI DISTRICT,All,Kitchen,Separate,92555,5436,3462,101453,35.23
GHOTKI DISTRICT,All,Kitchen,Shared,69317,3287,2155,74759,25.96
GHOTKI DISTRICT,All,Kitchen,None,99901,1951,9877,111729,38.8
GHOTKI DISTRICT,All,Bathroom,Separate,77030,5774,1830,84634,29.39
GHOTKI DISTRICT,All,Bathroom,Shared,78439,3919,2335,84693,29.41
GHOTKI DISTRICT,All,Bathroom,None,106304,981,11329,118614,41.19
GHOTKI DISTRICT,All,Latrine,Connected With Sewerage,36232,5649,889,42770,14.85
GHOTKI DISTRICT,All,Latrine,Connected With Septic Tank,11643,382,397,12422,4.31
GHOTKI DISTRICT,All,Latrine,Connected With Open Drain,54349,2399,2426,59174,20.55
GHOTKI DISTRICT,All,Latrine,Pit With Slab,59453,1502,1535,62490,21.7
GHOTKI DISTRICT,All,Latrine,Other,15936,152,1347,17435,6.06
GHOTKI DISTRICT,All,Latrine,None,84160,590,8900,93650,32.52
GHOTKI DISTRICT,Rural,Kitchen,Separate,68725,630,2985,72340,32.04
GHOTKI DISTRICT,Rural,Kitchen,Shared,53949,421,1707,56077,24.84
GHOTKI DISTRICT,Rural,Kitchen,None,88300,525,8507,97332,43.12
GHOTKI DISTRICT,Rural,Bathroom,Separate,51815,577,1273,53665,23.77
GHOTKI DISTRICT,Rural,Bathroom,Shared,59115,445,1658,61218,27.12
GHOTKI DISTRICT,Rural,Bathroom,None,100044,554,10268,110866,49.11
GHOTKI DISTRICT,Rural,Latrine,Connected With Sewerage,15453,389,408,16250,7.2
GHOTKI DISTRICT,Rural,Latrine,Connected With Septic Tank,9336,44,304,9684,4.29
GHOTKI DISTRICT,Rural,Latrine,Connected With Open Drain,37551,361,1839,39751,17.61
GHOTKI DISTRICT,Rural,Latrine,Pit With Slab,52348,222,1168,53738,23.8
GHOTKI DISTRICT,Rural,Latrine,Other,15317,121,1184,16622,7.36
GHOTKI DISTRICT,Rural,Latrine,None,80969,439,8296,89704,39.74
GHOTKI DISTRICT,Urban,Kitchen,Separate,23830,4806,477,29113,46.81
GHOTKI DISTRICT,Urban,Kitchen,Shared,15368,2866,448,18682,30.04
GHOTKI DISTRICT,Urban,Kitchen,None,11601,1426,1370,14397,23.15
GHOTKI DISTRICT,Urban,Bathroom,Separate,25215,5197,557,30969,49.8
GHOTKI DISTRICT,Urban,Bathroom,Shared,19324,3474,677,23475,37.75
GHOTKI DISTRICT,Urban,Bathroom,None,6260,427,1061,7748,12.46
GHOTKI DISTRICT,Urban,Latrine,Connected With Sewerage,20779,5260,481,26520,42.64
GHOTKI DISTRICT,Urban,Latrine,Connected With Septic Tank,2307,338,93,2738,4.4
GHOTKI DISTRICT,Urban,Latrine,Connected With Open Drain,16798,2038,587,19423,31.23
GHOTKI DISTRICT,Urban,Latrine,Pit With Slab,7105,1280,367,8752,14.07
GHOTKI DISTRICT,Urban,Latrine,Other,619,31,163,813,1.31
GHOTKI DISTRICT,Urban,Latrine,None,3191,151,604,3946,6.34
KHAIRPUR DISTRICT,All,Kitchen,Separate,202430,8450,6606,217486,53.6
KHAIRPUR DISTRICT,All,Kitchen,Shared,54373,1503,2604,58480,14.41
KHAIRPUR DISTRICT,All,Kitchen,None,117165,2059,10536,129760,31.98
KHAIRPUR DISTRICT,All,Bathroom,Separate,188385,8861,5649,202895,50.01
KHAIRPUR DISTRICT,All,Bathroom,Shared,58728,1621,2616,62965,15.52
KHAIRPUR DISTRICT,All,Bathroom,None,126855,1530,11481,139866,34.47
KHAIRPUR DISTRICT,All,Latrine,Connected With Sewerage,61239,5257,1678,68174,16.8
KHAIRPUR DISTRICT,All,Latrine,Connected With Septic Tank,23742,428,612,24782,6.11
KHAIRPUR DISTRICT,All,Latrine,Connected With Open Drain,86036,3648,4306,93990,23.17
KHAIRPUR DISTRICT,All,Latrine,Pit With Slab,85519,1648,2269,89436,22.04
KHAIRPUR DISTRICT,All,Latrine,Other,21663,143,1372,23178,5.71
KHAIRPUR DISTRICT,All,Latrine,None,95769,888,9509,106166,26.17
KHAIRPUR DISTRICT,Rural,Kitchen,Separate,126992,1139,4112,132243,48.02
KHAIRPUR DISTRICT,Rural,Kitchen,Shared,38994,304,1624,40922,14.86
KHAIRPUR DISTRICT,Rural,Kitchen,None,94013,858,7360,102231,37.12
KHAIRPUR DISTRICT,Rural,Bathroom,Separate,111943,1097,3083,116123,42.17
KHAIRPUR DISTRICT,Rural,Bathroom,Shared,41576,258,1496,43330,15.73
