district,age,sex,rural,urban,total
MIANWALI DISTRICT,55,Female,3556,1005,4561
MIANWALI DISTRICT,55,Transgender,4,1,5
MIANWALI DISTRICT,56,Male,4021,1113,5134
MIANWALI DISTRICT,56,Female,3470,985,4455
MIANWALI DISTRICT,56,Transgender,0,0,0
MIANWALI DISTRICT,57,Male,3457,1063,4520
MIANWALI DISTRICT,57,Female,3005,857,3862
MIANWALI DISTRICT,57,Transgender,1,0,1
MIANWALI DISTRICT,58,Male,3467,1000,4467
MIANWALI DISTRICT,58,Female,3218,966,4184
MIANWALI DISTRICT,58,Transgender,3,0,3
MIANWALI DISTRICT,59,Male,3056,908,3964
MIANWALI DISTRICT,59,Female,3008,936,3944
MIANWALI DISTRICT,59,Transgender,0,1,1
MIANWALI DISTRICT,60,Male,2847,780,3627
MIANWALI DISTRICT,60,Female,2793,761,3554
MIANWALI DISTRICT,60,Transgender,1,2,3
MIANWALI DISTRICT,61,Male,3107,921,4028
MIANWALI DISTRICT,61,Female,2986,961,3947
MIANWALI DISTRICT,61,Transgender,2,0,2
MIANWALI DISTRICT,62,Male,3019,971,3990
MIANWALI DISTRICT,62,Female,2832,914,3746
MIANWALI DISTRICT,62,Transgender,1,0,1
MIANWALI DISTRICT,63,Male,2964,914,3878
MIANWALI DISTRICT,63,Female,2879,958,3837
MIANWALI DISTRICT,63,Transgender,0,0,0
MIANWALI DISTRICT,64,Male,2630,765,3395
MIANWALI DISTRICT,64,Female,2640,765,3405
MIANWALI DISTRICT,64,Transgender,1,0,1
MIANWALI DISTRICT,65,Male,2385,741,3126
MIANWALI DISTRICT,65,Female,2291,579,2870
MIANWALI DISTRICT,65,Transgender,4,0,4
MIANWALI DISTRICT,66,Male,2157,649,2806
MIANWALI DISTRICT,66,Female,2034,590,2624
MIANWALI DISTRICT,66,Transgender,1,0,1
MIANWALI DISTRICT,67,Male,2142,597,2739
MIANWALI DISTRICT,67,Female,2058,549,2607
MIANWALI DISTRICT,67,Transgender,1,0,1
MIANWALI DISTRICT,68,Male,2348,636,2984
MIANWALI DISTRICT,68,Female,2184,653,2837
MIANWALI DISTRICT,68,Transgender,1,0,1
MIANWALI DISTRICT,69,Male,1991,612,2603
MIANWALI DISTRICT,69,Female,1907,524,2431
MIANWALI DISTRICT,69,Transgender,1,0,1
MIANWALI DISTRICT,70,Male,1769,426,2195
MIANWALI DISTRICT,70,Female,1648,433,2081
MIANWALI DISTRICT,70,Transgender,1,0,1
MIANWALI DISTRICT,71,Male,1800,436,2236
MIANWALI DISTRICT,71,Female,1678,444,2122
MIANWALI DISTRICT,71,Transgender,0,1,1
MIANWALI DISTRICT,72,Male,1585,453,2038
MIANWALI DISTRICT,72,Female,1511,425,1936
MIANWALI DISTRICT,72,Transgender,0,1,1
MIANWALI DISTRICT,73,Male,1643,437,2080
MIANWALI DISTRICT,73,Female,1571,442,2013
MIANWALI DISTRICT,73,Transgender,1,0,1
MIANWALI DISTRICT,74,Male,1235,337,1572
MIANWALI DISTRICT,74,Female,1176,309,1485
MIANWALI DISTRICT,74,Transgender,0,0,0
MIANWALI DISTRICT,>=75,Male,9771,2241,12012
MIANWALI DISTRICT,>=75,Female,9583,2437,12020
MIANWALI DISTRICT,>=75,Transgender,4,3,7
MIRPUR KHAS DISTRICT,<1,Male,13832,4670,18502
MIRPUR KHAS DISTRICT,<1,Female,12957,4357,17314
MIRPUR KHAS DISTRICT,<1,Transgender,0,0,0
MIRPUR KHAS DISTRICT,1,Male,16292,5112,21404
MIRPUR KHAS DISTRICT,1,Female,15695,4915,20610
MIRPUR KHAS DISTRICT,1,Transgender,0,0,0
MIRPUR KHAS DISTRICT,2,Male,18598,5568,24166
MIRPUR KHAS DISTRICT,2,Female,17830,5100,22930
MIRPUR KHAS DISTRICT,2,Transgender,0,0,0
MIRPUR KHAS DISTRICT,3,Male,19837,6061,25898
MIRPUR KHAS DISTRICT,3,Female,19343,5772,25115
MIRPUR KHAS DISTRICT,3,Transgender,0,0,0
MIRPUR KHAS DISTRICT,4,Male,20312,5737,26049
MIRPUR KHAS DISTRICT,4,Female,19373,5394,24767
MIRPUR KHAS DISTRICT,4,Transgender,0,0,0
MIRPUR KHAS DISTRICT,5,Male,20393,6069,26462
MIRPUR KHAS DISTRICT,5,Female,19000,5721,24721
MIRPUR KHAS DISTRICT,5,Transgender,0,0,0
MIRPUR KHAS DISTRICT,6,Male,20562,5785,26347
MIRPUR KHAS DISTRICT,6,Female,18909,5307,24216
MIRPUR KHAS DISTRICT,6,Transgender,0,0,0
MIRPUR KHAS DISTRICT,7,Male,18556,5809,24365
MIRPUR KHAS DISTRICT,7,Female,16602,5543,22145
MIRPUR KHAS DISTRICT,7,Transgender,0,0,0
MIRPUR KHAS DISTRICT,8,Male,21445,5703,27148
MIRPUR KHAS DISTRICT,8,Female,19364,5381,24745
MIRPUR KHAS DISTRICT,8,Transgender,0,0,0
MIRPUR KHAS DISTRICT,9,Male,16068,5637,21705
MIRPUR KHAS DISTRICT,9,Female,14150,5094,19244
MIRPUR KHAS DISTRICT,9,Transgender,0,0,0
MIRPUR KHAS DISTRICT,10,Male,18953,5239,24192
MIRPUR KHAS DISTRICT,10,Female,16723,4837,21560
MIRPUR KHAS DISTRICT,10,Transgender,0,0,0
MIRPUR KHAS DISTRICT,11,Male,13132,5414,18546
MIRPUR KHAS DISTRICT,11,Female,11447,4728,16175
MIRPUR KHAS DISTRICT,11,Transgender,0,0,0
MIRPUR KHAS DISTRICT,12,Male,15537,4955,20492
MIRPUR KHAS DISTRICT,12,Female,12970,4458,17428
MIRPUR KHAS DISTRICT,12,Transgender,0,0,0
MIRPUR KHAS DISTRICT,13,Male,11699,4972,16671
MIRPUR KHAS DISTRICT,13,Female,9581,4447,14028
MIRPUR KHAS DISTRICT,13,Transgender,0,0,0
MIRPUR KHAS DISTRICT,14,Male,11686,4637,16323
MIRPUR KHAS DISTRICT,14,Female,9614,4173,13787
MIRPUR KHAS DISTRICT,14,Transgender,0,0,0
MIRPUR KHAS DISTRICT,15,Male,12545,4957,17502
MIRPUR KHAS DISTRICT,15,Female,9849,4585,14434
MIRPUR KHAS DISTRICT,15,Transgender,2,0,2
MIRPUR KHAS DISTRICT,16,Male,11282,4726,16008
MIRPUR KHAS DISTRICT,16,Female,9214,4479,13693
MIRPUR KHAS DISTRICT,16,Transgender,5,1,6
MIRPUR KHAS DISTRICT,17,Male,10308,5038,15346
MIRPUR KHAS DISTRICT,17,Female,8002,4494,12496
MIRPUR KHAS DISTRICT,17,Transgender,0,1,1
MIRPUR KHAS DISTRICT,18,Male,11417,4494,15911
MIRPUR KHAS DISTRICT,18,Female,11529,4293,15822
MIRPUR KHAS DISTRICT,18,Transgender,4,2,6
MIRPUR KHAS DISTRICT,19,Male,8964,4443,13407
MIRPUR KHAS DISTRICT,19,Female,9403,4462,13865
MIRPUR KHAS DISTRICT,19,Transgender,2,0,2
MIRPUR KHAS DISTRICT,20,Male,11681,4356,16037
MIRPUR KHAS DISTRICT,20,Female,10695,4145,14840
MIRPUR KHAS DISTRICT,20,Transgender,9,3,12
MIRPUR KHAS DISTRICT,21,Male,8189,4270,12459
MIRPUR KHAS DISTRICT,21,Female,7903,4319,12222
MIRPUR KHAS DISTRICT,21,Transgender,2,0,2
MIRPUR KHAS DISTRICT,22,Male,8958,3994,12952
MIRPUR KHAS DISTRICT,22,Female,7905,3865,11770
MIRPUR KHAS DISTRICT,22,Transgender,6,0,6
MIRPUR KHAS DISTRICT,23,Male,7356,3923,11279
MIRPUR KHAS DISTRICT,23,Female,7157,3856,11013
MIRPUR KHAS DISTRICT,23,Transgender,1,1,2
MIRPUR KHAS DISTRICT,24,Male,6886,3830,10716
MIRPUR KHAS DISTRICT,24,Female,6684,3680,10364
MIRPUR KHAS DISTRICT,24,Transgender,6,1,7
MIRPUR KHAS DISTRICT,25,Male,8657,3593,12250
MIRPUR KHAS DISTRICT,25,Female,8152,3505,11657
MIRPUR KHAS DISTRICT,25,Transgender,9,3,12
MIRPUR KHAS DISTRICT,26,Male,7282,3658,10940
MIRPUR KHAS DISTRICT,26,Female,7218,3796,11014
MIRPUR KHAS DISTRICT,26,Transgender,10,3,13
MIRPUR KHAS DISTRICT,27,Male,8234,3769,12003
MIRPUR KHAS DISTRICT,27,Female,8601,3826,12427
MIRPUR KHAS DISTRICT,27,Transgender,4,2,6
MIRPUR KHAS DISTRICT,28,Male,6927,3439,10366
MIRPUR KHAS DISTRICT,28,Female,8186,3649,11835
MIRPUR KHAS DISTRICT,28,Transgender,7,1,8
MIRPUR KHAS DISTRICT,29,Male,8157,3778,11935
MIRPUR KHAS DISTRICT,29,Female,8680,3802,12482
MIRPUR KHAS DISTRICT,29,Transgender,4,2,6
MIRPUR KHAS DISTRICT,30,Male,7419,3208,10627
MIRPUR KHAS DISTRICT,30,Female,7196,3343,10539
MIRPUR KHAS DISTRICT,30,Transgender,11,4,15
MIRPUR KHAS DISTRICT,31,Male,7768,3716,11484
MIRPUR KHAS DISTRICT,31,Female,7995,3570,11565
MIRPUR KHAS DISTRICT,31,Transgender,2,0,2
MIRPUR KHAS DISTRICT,32,Male,7509,3542,11051
MIRPUR KHAS DISTRICT,32,Female,7771,3482,11253
MIRPUR KHAS DISTRICT,32,Transgender,7,1,8
MIRPUR KHAS DISTRICT,33,Male,6615,3422,10037
MIRPUR KHAS DISTRICT,33,Female,6585,3212,9797
MIRPUR KHAS DISTRICT,33,Transgender,2,1,3
MIRPUR KHAS DISTRICT,34,Male,5884,3086,8970
MIRPUR KHAS DISTRICT,34,Female,6223,2896,9119
MIRPUR KHAS DISTRICT,34,Transgender,6,0,6
MIRPUR KHAS DISTRICT,35,Male,6323,2679,9002
MIRPUR KHAS DISTRICT,35,Female,6000,2668,8668
MIRPUR KHAS DISTRICT,35,Transgender,5,3,8
MIRPUR KHAS DISTRICT,36,Male,6039,2889,8928
MIRPUR KHAS DISTRICT,36,Female,5772,2478,8250
MIRPUR KHAS DISTRICT,36,Transgender,3,0,3
MIRPUR KHAS DISTRICT,37,Male,8780,3146,11926
MIRPUR KHAS DISTRICT,37,Female,8047,3068,11115
MIRPUR KHAS DISTRICT,37,Transgender,4,1,5
MIRPUR KHAS DISTRICT,38,Male,5247,2842,8089
MIRPUR KHAS DISTRICT,38,Female,5128,2573,7701
MIRPUR KHAS DISTRICT,38,Transgender,3,0,3
MIRPUR KHAS DISTRICT,39,Male,6584,2943,9527
MIRPUR KHAS DISTRICT,39,Female,6293,2702,8995
MIRPUR KHAS DISTRICT,39,Transgender,2,1,3
MIRPUR KHAS DISTRICT,40,Male,4719,2442,7161
MIRPUR KHAS DISTRICT,40,Female,4207,2133,6340
MIRPUR KHAS DISTRICT,40,Transgender,4,3,7
MIRPUR KHAS DISTRICT,41,Male,4974,2462,7436
MIRPUR KHAS DISTRICT,41,Female,4893,2321,7214
MIRPUR KHAS DISTRICT,41,Transgender,2,0,2
MIRPUR KHAS DISTRICT,42,Male,4742,2323,7065
MIRPUR KHAS DISTRICT,42,Female,5292,2400,7692
MIRPUR KHAS DISTRICT,42,Transgender,0,3,3
MIRPUR KHAS DISTRICT,43,Male,4276,2443,6719
MIRPUR KHAS DISTRICT,43,Female,4010,2088,6098
MIRPUR KHAS DISTRICT,43,Transgender,2,1,3
MIRPUR KHAS DISTRICT,44,Male,4057,2271,6328
MIRPUR KHAS DISTRICT,44,Female,3614,2006,5620
MIRPUR KHAS DISTRICT,44,Transgender,1,0,1
MIRPUR KHAS DISTRICT,45,Male,3737,1851,5588
MIRPUR KHAS DISTRICT,45,Female,3279,1634,4913
MIRPUR KHAS DISTRICT,45,Transgender,3,4,7
MIRPUR KHAS DISTRICT,46,Male,3900,2038,5938
MIRPUR KHAS DISTRICT,46,Female,3273,1675,4948
MIRPUR KHAS DISTRICT,46,Transgender,0,0,0
MIRPUR KHAS DISTRICT,47,Male,4589,2117,6706
MIRPUR KHAS DISTRICT,47,Female,4883,2071,6954
MIRPUR KHAS DISTRICT,47,Transgender,1,3,4
MIRPUR KHAS DISTRICT,48,Male,3480,1959,5439
MIRPUR KHAS DISTRICT,48,Female,3084,1775,4859
MIRPUR KHAS DISTRICT,48,Transgender,3,1,4
MIRPUR KHAS DISTRICT,49,Male,3855,2227,6082
MIRPUR KHAS DISTRICT,49,Female,3500,1934,5434
MIRPUR KHAS DISTRICT,49,Transgender,3,0,3
MIRPUR KHAS DISTRICT,50,Male,3146,1724,4870
MIRPUR KHAS DISTRICT,50,Female,2548,1449,3997
MIRPUR KHAS DISTRICT,50,Transgender,5,1,6
MIRPUR KHAS DISTRICT,51,Male,3368,1886,5254
MIRPUR KHAS DISTRICT,51,Female,2809,1672,4481
MIRPUR KHAS DISTRICT,51,Transgender,1,0,1
MIRPUR KHAS DISTRICT,52,Male,3033,1741,4774
MIRPUR KHAS DISTRICT,52,Female,2838,1558,4396
MIRPUR KHAS DISTRICT,52,Transgender,1,1,2
MIRPUR KHAS DISTRICT,53,Male,2680,1763,4443
MIRPUR KHAS DISTRICT,53,Female,2047,1387,3434
MIRPUR KHAS DISTRICT,53,Transgender,0,1,1
MIRPUR KHAS DISTRICT,54,Male,2396,1542,3938
MIRPUR KHAS DISTRICT,54,Female,1829,1192,3021
MIRPUR KHAS DISTRICT,54,Transgender,0,1,1
MIRPUR KHAS DISTRICT,55,Male,2112,1265,3377
MIRPUR KHAS DISTRICT,55,Female,1833,986,2819
MIRPUR KHAS DISTRICT,55,Transgender,0,2,2
MIRPUR KHAS DISTRICT,56,Male,1795,1155,2950
MIRPUR KHAS DISTRICT,56,Female,1585,926,2511
MIRPUR KHAS DISTRICT,56,Transgender,0,1,1
MIRPUR KHAS DISTRICT,57,Male,2247,1237,3484
MIRPUR KHAS DISTRICT,57,Female,2638,1220,3858
MIRPUR KHAS DISTRICT,57,Transgender,1,0,1
MIRPUR KHAS DISTRICT,58,Male,1752,1074,2826
MIRPUR KHAS DISTRICT,58,Female,1890,952,2842
MIRPUR KHAS DISTRICT,58,Transgender,0,0,0
MIRPUR KHAS DISTRICT,59,Male,1973,1081,3054
MIRPUR KHAS DISTRICT,59,Female,2085,1103,3188
MIRPUR KHAS DISTRICT,59,Transgender,0,0,0
MIRPUR KHAS DISTRICT,60,Male,1766,827,2593
MIRPUR KHAS DISTRICT,60,Female,1755,876,2631
MIRPUR KHAS DISTRICT,60,Transgender,3,1,4
MIRPUR KHAS DISTRICT,61,Male,1737,1061,2798
MIRPUR KHAS DISTRICT,61,Female,1918,1103,3021
MIRPUR KHAS DISTRICT,61,Transgender,0,0,0
MIRPUR KHAS DISTRICT,62,Male,1714,953,2667
MIRPUR KHAS DISTRICT,62,Female,2057,991,3048
MIRPUR KHAS DISTRICT,62,Transgender,0,2,2
MIRPUR KHAS DISTRICT,63,Male,1643,909,2552
MIRPUR KHAS DISTRICT,63,Female,1753,882,2635
MIRPUR KHAS DISTRICT,63,Transgender,1,0,1
MIRPUR KHAS DISTRICT,64,Male,1893,779,2672
MIRPUR KHAS DISTRICT,64,Female,1672,751,2423
MIRPUR KHAS DISTRICT,64,Transgender,1,0,1
MIRPUR KHAS DISTRICT,65,Male,1452,659,2111
MIRPUR KHAS DISTRICT,65,Female,1360,615,1975
MIRPUR KHAS DISTRICT,65,Transgender,1,1,2
MIRPUR KHAS DISTRICT,66,Male,1272,611,1883
MIRPUR KHAS DISTRICT,66,Female,1201,582,1783
MIRPUR KHAS DISTRICT,66,Transgender,1,0,1
MIRPUR KHAS DISTRICT,67,Male,1266,552,1818
MIRPUR KHAS DISTRICT,67,Female,1520,602,2122
MIRPUR KHAS DISTRICT,67,Transgender,0,1,1
MIRPUR KHAS DISTRICT,68,Male,1107,571,1678
MIRPUR KHAS DISTRICT,68,Female,1126,661,1787
MIRPUR KHAS DISTRICT,68,Transgender,0,0,0
MIRPUR KHAS DISTRICT,69,Male,1294,526,1820
MIRPUR KHAS DISTRICT,69,Female,1286,598,1884
MIRPUR KHAS DISTRICT,69,Transgender,0,0,0
MIRPUR KHAS DISTRICT,70,Male,1007,429,1436
MIRPUR KHAS DISTRICT,70,Female,974,412,1386
MIRPUR KHAS DISTRICT,70,Transgender,3,0,3
MIRPUR KHAS DISTRICT,71,Male,933,452,1385
MIRPUR KHAS DISTRICT,71,Female,952,481,1433
MIRPUR KHAS DISTRICT,71,Transgender,0,0,0
MIRPUR KHAS DISTRICT,72,Male,748,405,1153
MIRPUR KHAS DISTRICT,72,Female,883,432,1315
MIRPUR KHAS DISTRICT,72,Transgender,1,0,1
MIRPUR KHAS DISTRICT,73,Male,812,401,1213
MIRPUR KHAS DISTRICT,73,Female,812,434,1246
MIRPUR KHAS DISTRICT,73,Transgender,1,0,1
MIRPUR KHAS DISTRICT,74,Male,744,318,1062
MIRPUR KHAS DISTRICT,74,Female,703,292,995
MIRPUR KHAS DISTRICT,74,Transgender,0,0,0
MIRPUR KHAS DISTRICT,>=75,Male,4696,2155,6851
MIRPUR KHAS DISTRICT,>=75,Female,5513,2534,8047
MIRPUR KHAS DISTRICT,>=75,Transgender,8,2,10
MOHMAND AGENCY,<1,Male,6356,0,6356
MOHMAND AGENCY,<1,Female,5915,0,5915
MOHMAND AGENCY,<1,Transgender,0,0,0
MOHMAND AGENCY,1,Male,7418,0,7418
MOHMAND AGENCY,1,Female,6999,0,6999
MOHMAND AGENCY,1,Transgender,0,0,0
MOHMAND AGENCY,2,Male,8714,0,8714
MOHMAND AGENCY,2,Female,8238,0,8238
MOHMAND AGENCY,2,Transgender,0,0,0
MOHMAND AGENCY,3,Male,8658,0,8658
MOHMAND AGENCY,3,Female,8345,0,8345
MOHMAND AGENCY,3,Transgender,0,0,0
MOHMAND AGENCY,4,Male,9170,0,9170
MOHMAND AGENCY,4,Female,8862,0,8862
MOHMAND AGENCY,4,Transgender,0,0,0
MOHMAND AGENCY,5,Male,8666,0,8666
MOHMAND AGENCY,5,Female,8095,0,8095
MOHMAND AGENCY,5,Transgender,0,0,0
MOHMAND AGENCY,6,Male,9784,0,9784
MOHMAND AGENCY,6,Female,9139,0,9139
MOHMAND AGENCY,6,Transgender,0,0,0
MOHMAND AGENCY,7,Male,8611,0,8611
MOHMAND AGENCY,7,Female,7509,0,7509
MOHMAND AGENCY,7,Transgender,0,0,0
MOHMAND AGENCY,8,Male,10029,0,10029
MOHMAND AGENCY,8,Female,8969,0,8969
MOHMAND AGENCY,8,Transgender,0,0,0
MOHMAND AGENCY,9,Male,8181,0,8181
MOHMAND AGENCY,9,Female,7123,0,7123
MOHMAND AGENCY,9,Transgender,0,0,0
MOHMAND AGENCY,10,Male,8788,0,8788
MOHMAND AGENCY,10,Female,7974,0,7974
MOHMAND AGENCY,10,Transgender,0,0,0
MOHMAND AGENCY,11,Male,6740,0,6740
MOHMAND AGENCY,11,Female,5915,0,5915
MOHMAND AGENCY,11,Transgender,0,0,0
MOHMAND AGENCY,12,Male,7307,0,7307
MOHMAND AGENCY,12,Female,6389,0,6389
MOHMAND AGENCY,12,Transgender,0,0,0
MOHMAND AGENCY,13,Male,6201,0,6201
MOHMAND AGENCY,13,Female,5483,0,5483
MOHMAND AGENCY,13,Transgender,0,0,0
MOHMAND AGENCY,14,Male,6159,0,6159
MOHMAND AGENCY,14,Female,5954,0,5954
MOHMAND AGENCY,14,Transgender,0,0,0
MOHMAND AGENCY,15,Male,5497,0,5497
MOHMAND AGENCY,15,Female,5469,0,5469
MOHMAND AGENCY,15,Transgender,1,0,1
MOHMAND AGENCY,16,Male,4940,0,4940
MOHMAND AGENCY,16,Female,5090,0,5090
MOHMAND AGENCY,16,Transgender,0,0,0
MOHMAND AGENCY,17,Male,3742,0,3742
MOHMAND AGENCY,17,Female,4136,0,4136
MOHMAND AGENCY,17,Transgender,1,0,1
MOHMAND AGENCY,18,Male,5253,0,5253
MOHMAND AGENCY,18,Female,5141,0,5141
MOHMAND AGENCY,18,Transgender,1,0,1
MOHMAND AGENCY,19,Male,4441,0,4441
MOHMAND AGENCY,19,Female,3748,0,3748
MOHMAND AGENCY,19,Transgender,0,0,0
MOHMAND AGENCY,20,Male,5073,0,5073
MOHMAND AGENCY,20,Female,5600,0,5600
MOHMAND AGENCY,20,Transgender,3,0,3
MOHMAND AGENCY,21,Male,3781,0,3781
MOHMAND AGENCY,21,Female,3894,0,3894
MOHMAND AGENCY,21,Transgender,1,0,1
MOHMAND AGENCY,22,Male,4106,0,4106
MOHMAND AGENCY,22,Female,3988,0,3988
MOHMAND AGENCY,22,Transgender,2,0,2
MOHMAND AGENCY,23,Male,3856,0,3856
MOHMAND AGENCY,23,Female,3800,0,3800
MOHMAND AGENCY,23,Transgender,0,0,0
MOHMAND AGENCY,24,Male,3415,0,3415
MOHMAND AGENCY,24,Female,3382,0,3382
MOHMAND AGENCY,24,Transgender,0,0,0
MOHMAND AGENCY,25,Male,4321,0,4321
MOHMAND AGENCY,25,Female,4515,0,4515
MOHMAND AGENCY,25,Transgender,0,0,0
MOHMAND AGENCY,26,Male,3346,0,3346
MOHMAND AGENCY,26,Female,3046,0,3046
MOHMAND AGENCY,26,Transgender,0,0,0
MOHMAND AGENCY,27,Male,3068,0,3068
MOHMAND AGENCY,27,Female,3158,0,3158
MOHMAND AGENCY,27,Transgender,3,0,3
MOHMAND AGENCY,28,Male,3268,0,3268
MOHMAND AGENCY,28,Female,3489,0,3489
MOHMAND AGENCY,28,Transgender,0,0,0
MOHMAND AGENCY,29,Male,2448,0,2448
MOHMAND AGENCY,29,Female,2986,0,2986
MOHMAND AGENCY,29,Transgender,1,0,1
MOHMAND AGENCY,30,Male,3488,0,3488
MOHMAND AGENCY,30,Female,3831,0,3831
MOHMAND AGENCY,30,Transgender,2,0,2
MOHMAND AGENCY,31,Male,2557,0,2557
MOHMAND AGENCY,31,Female,2634,0,2634
MOHMAND AGENCY,31,Transgender,0,0,0
MOHMAND AGENCY,32,Male,2403,0,2403
MOHMAND AGENCY,32,Female,2458,0,2458
MOHMAND AGENCY,32,Transgender,0,0,0
MOHMAND AGENCY,33,Male,2533,0,2533
MOHMAND AGENCY,33,Female,2536,0,2536
MOHMAND AGENCY,33,Transgender,1,0,1
MOHMAND AGENCY,34,Male,1961,0,1961
MOHMAND AGENCY,34,Female,1902,0,1902
MOHMAND AGENCY,34,Transgender,2,0,2
MOHMAND AGENCY,35,Male,2618,0,2618
MOHMAND AGENCY,35,Female,2605,0,2605
MOHMAND AGENCY,35,Transgender,2,0,2
MOHMAND AGENCY,36,Male,1691,0,1691
MOHMAND AGENCY,36,Female,1605,0,1605
MOHMAND AGENCY,36,Transgender,0,0,0
MOHMAND AGENCY,37,Male,1980,0,1980
MOHMAND AGENCY,37,Female,1872,0,1872
MOHMAND AGENCY,37,Transgender,0,0,0
MOHMAND AGENCY,38,Male,1950,0,1950
MOHMAND AGENCY,38,Female,2128,0,2128
MOHMAND AGENCY,38,Transgender,0,0,0
MOHMAND AGENCY,39,Male,1812,0,1812
MOHMAND AGENCY,39,Female,1935,0,1935
MOHMAND AGENCY,39,Transgender,0,0,0
MOHMAND AGENCY,40,Male,2401,0,2401
MOHMAND AGENCY,40,Female,2646,0,2646
MOHMAND AGENCY,40,Transgender,2,0,2
MOHMAND AGENCY,41,Male,1575,0,1575
MOHMAND AGENCY,41,Female,1544,0,1544
MOHMAND AGENCY,41,Transgender,0,0,0
MOHMAND AGENCY,42,Male,1488,0,1488
MOHMAND AGENCY,42,Female,1506,0,1506
MOHMAND AGENCY,42,Transgender,0,0,0
MOHMAND AGENCY,43,Male,1449,0,1449
MOHMAND AGENCY,43,Female,1636,0,1636
MOHMAND AGENCY,43,Transgender,0,0,0
MOHMAND AGENCY,44,Male,1256,0,1256
MOHMAND AGENCY,44,Female,1290,0,1290
MOHMAND AGENCY,44,Transgender,0,0,0
MOHMAND AGENCY,45,Male,1733,0,1733
MOHMAND AGENCY,45,Female,1860,0,1860
MOHMAND AGENCY,45,Transgender,3,0,3
MOHMAND AGENCY,46,Male,1078,0,1078
MOHMAND AGENCY,46,Female,964,0,964
MOHMAND AGENCY,46,Transgender,0,0,0
MOHMAND AGENCY,47,Male,1401,0,1401
MOHMAND AGENCY,47,Female,1425,0,1425
MOHMAND AGENCY,47,Transgender,0,0,0
MOHMAND AGENCY,48,Male,1202,0,1202
MOHMAND AGENCY,48,Female,1409,0,1409
MOHMAND AGENCY,48,Transgender,0,0,0
MOHMAND AGENCY,49,Male,1194,0,1194
MOHMAND AGENCY,49,Female,1237,0,1237
MOHMAND AGENCY,49,Transgender,1,0,1
MOHMAND AGENCY,50,Male,1712,0,1712
MOHMAND AGENCY,50,Female,1999,0,1999
MOHMAND AGENCY,50,Transgender,3,0,3
MOHMAND AGENCY,51,Male,1088,0,1088
MOHMAND AGENCY,51,Female,992,0,992
MOHMAND AGENCY,51,Transgender,1,0,1
MOHMAND AGENCY,52,Male,1087,0,1087
MOHMAND AGENCY,52,Female,1158,0,1158
MOHMAND AGENCY,52,Transgender,2,0,2
MOHMAND AGENCY,53,Male,1153,0,1153
MOHMAND AGENCY,53,Female,1042,0,1042
MOHMAND AGENCY,53,Transgender,0,0,0
MOHMAND AGENCY,54,Male,955,0,955
MOHMAND AGENCY,54,Female,966,0,966
MOHMAND AGENCY,54,Transgender,0,0,0
MOHMAND AGENCY,55,Male,1262,0,1262
MOHMAND AGENCY,55,Female,1334,0,1334
MOHMAND AGENCY,55,Transgender,0,0,0
MOHMAND AGENCY,56,Male,977,0,977
MOHMAND AGENCY,56,Female,775,0,775
MOHMAND AGENCY,56,Transgender,0,0,0
MOHMAND AGENCY,57,Male,1108,0,1108
MOHMAND AGENCY,57,Female,914,0,914
MOHMAND AGENCY,57,Transgender,1,0,1
MOHMAND AGENCY,58,Male,849,0,849
MOHMAND AGENCY,58,Female,797,0,797
MOHMAND AGENCY,58,Transgender,0,0,0
MOHMAND AGENCY,59,Male,882,0,882
MOHMAND AGENCY,59,Female,772,0,772
MOHMAND AGENCY,59,Transgender,0,0,0
MOHMAND AGENCY,60,Male,1099,0,1099
MOHMAND AGENCY,60,Female,1171,0,1171
MOHMAND AGENCY,60,Transgender,2,0,2
MOHMAND AGENCY,61,Male,715,0,715
MOHMAND AGENCY,61,Female,659,0,659
MOHMAND AGENCY,61,Transgender,0,0,0
MOHMAND AGENCY,62,Male,727,0,727
MOHMAND AGENCY,62,Female,694,0,694
MOHMAND AGENCY,62,Transgender,0,0,0
MOHMAND AGENCY,63,Male,719,0,719
MOHMAND AGENCY,63,Female,630,0,630
MOHMAND AGENCY,63,Transgender,0,0,0
MOHMAND AGENCY,64,Male,722,0,722
MOHMAND AGENCY,64,Female,583,0,583
MOHMAND AGENCY,64,Transgender,1,0,1
MOHMAND AGENCY,65,Male,752,0,752
MOHMAND AGENCY,65,Female,697,0,697
MOHMAND AGENCY,65,Transgender,1,0,1
MOHMAND AGENCY,66,Male,480,0,480
MOHMAND AGENCY,66,Female,407,0,407
MOHMAND AGENCY,66,Transgender,0,0,0
MOHMAND AGENCY,67,Male,616,0,616
MOHMAND AGENCY,67,Female,531,0,531
MOHMAND AGENCY,67,Transgender,0,0,0
MOHMAND AGENCY,68,Male,458,0,458
MOHMAND AGENCY,68,Female,393,0,393
MOHMAND AGENCY,68,Transgender,0,0,0
MOHMAND AGENCY,69,Male,488,0,488
MOHMAND AGENCY,69,Female,365,0,365
MOHMAND AGENCY,69,Transgender,0,0,0
MOHMAND AGENCY,70,Male,626,0,626
MOHMAND AGENCY,70,Female,601,0,601
MOHMAND AGENCY,70,Transgender,1,0,1
MOHMAND AGENCY,71,Male,310,0,310
MOHMAND AGENCY,71,Female,315,0,315
MOHMAND AGENCY,71,Transgender,0,0,0
MOHMAND AGENCY,72,Male,361,0,361
MOHMAND AGENCY,72,Female,310,0,310
