district,age,sex,rural,urban,total
GUJRANWALA DISTRICT,64,Female,3607,4740,8347
GUJRANWALA DISTRICT,64,Transgender,0,1,1
GUJRANWALA DISTRICT,65,Male,4067,5869,9936
GUJRANWALA DISTRICT,65,Female,3540,4919,8459
GUJRANWALA DISTRICT,65,Transgender,4,4,8
GUJRANWALA DISTRICT,66,Male,2840,3673,6513
GUJRANWALA DISTRICT,66,Female,2571,3209,5780
GUJRANWALA DISTRICT,66,Transgender,0,1,1
GUJRANWALA DISTRICT,67,Male,2651,3222,5873
GUJRANWALA DISTRICT,67,Female,2469,2596,5065
GUJRANWALA DISTRICT,67,Transgender,0,2,2
GUJRANWALA DISTRICT,68,Male,2708,3561,6269
GUJRANWALA DISTRICT,68,Female,2637,3262,5899
GUJRANWALA DISTRICT,68,Transgender,0,2,2
GUJRANWALA DISTRICT,69,Male,2772,3332,6104
GUJRANWALA DISTRICT,69,Female,2725,3161,5886
GUJRANWALA DISTRICT,69,Transgender,0,0,0
GUJRANWALA DISTRICT,70,Male,3759,4364,8123
GUJRANWALA DISTRICT,70,Female,3091,3598,6689
GUJRANWALA DISTRICT,70,Transgender,3,6,9
GUJRANWALA DISTRICT,71,Male,2615,3076,5691
GUJRANWALA DISTRICT,71,Female,2423,2634,5057
GUJRANWALA DISTRICT,71,Transgender,0,2,2
GUJRANWALA DISTRICT,72,Male,2816,3082,5898
GUJRANWALA DISTRICT,72,Female,2287,2498,4785
GUJRANWALA DISTRICT,72,Transgender,0,0,0
GUJRANWALA DISTRICT,73,Male,2471,2956,5427
GUJRANWALA DISTRICT,73,Female,2103,2460,4563
GUJRANWALA DISTRICT,73,Transgender,1,0,1
GUJRANWALA DISTRICT,74,Male,2330,2428,4758
GUJRANWALA DISTRICT,74,Female,1905,2122,4027
GUJRANWALA DISTRICT,74,Transgender,3,0,3
GUJRANWALA DISTRICT,>=75,Male,20293,19747,40040
GUJRANWALA DISTRICT,>=75,Female,16692,17796,34488
GUJRANWALA DISTRICT,>=75,Transgender,11,5,16
GUJRAT DISTRICT,<1,Male,21698,8836,30534
GUJRAT DISTRICT,<1,Female,20827,8582,29409
GUJRAT DISTRICT,<1,Transgender,0,0,0
GUJRAT DISTRICT,1,Male,23431,9596,33027
GUJRAT DISTRICT,1,Female,22499,9103,31602
GUJRAT DISTRICT,1,Transgender,0,0,0
GUJRAT DISTRICT,2,Male,23587,9659,33246
GUJRAT DISTRICT,2,Female,22652,9291,31943
GUJRAT DISTRICT,2,Transgender,0,0,0
GUJRAT DISTRICT,3,Male,24851,10222,35073
GUJRAT DISTRICT,3,Female,23986,10159,34145
GUJRAT DISTRICT,3,Transgender,0,0,0
GUJRAT DISTRICT,4,Male,23792,9587,33379
GUJRAT DISTRICT,4,Female,22351,9186,31537
GUJRAT DISTRICT,4,Transgender,0,0,0
GUJRAT DISTRICT,5,Male,23925,9878,33803
GUJRAT DISTRICT,5,Female,23189,9630,32819
GUJRAT DISTRICT,5,Transgender,0,0,0
GUJRAT DISTRICT,6,Male,23891,9763,33654
GUJRAT DISTRICT,6,Female,22471,9176,31647
GUJRAT DISTRICT,6,Transgender,0,0,0
GUJRAT DISTRICT,7,Male,25683,10535,36218
GUJRAT DISTRICT,7,Female,24097,9855,33952
GUJRAT DISTRICT,7,Transgender,0,0,0
GUJRAT DISTRICT,8,Male,22519,9122,31641
GUJRAT DISTRICT,8,Female,21208,8609,29817
GUJRAT DISTRICT,8,Transgender,0,0,0
GUJRAT DISTRICT,9,Male,25298,10478,35776
GUJRAT DISTRICT,9,Female,23769,9996,33765
GUJRAT DISTRICT,9,Transgender,0,0,0
GUJRAT DISTRICT,10,Male,21021,8567,29588
GUJRAT DISTRICT,10,Female,19987,8109,28096
GUJRAT DISTRICT,10,Transgender,0,0,0
GUJRAT DISTRICT,11,Male,24812,10068,34880
GUJRAT DISTRICT,11,Female,23508,9408,32916
GUJRAT DISTRICT,11,Transgender,0,0,0
GUJRAT DISTRICT,12,Male,21020,8574,29594
GUJRAT DISTRICT,12,Female,19799,7927,27726
GUJRAT DISTRICT,12,Transgender,0,0,0
GUJRAT DISTRICT,13,Male,23475,9405,32880
GUJRAT DISTRICT,13,Female,22150,8961,31111
GUJRAT DISTRICT,13,Transgender,0,0,0
GUJRAT DISTRICT,14,Male,21216,8762,29978
GUJRAT DISTRICT,14,Female,19913,7809,27722
GUJRAT DISTRICT,14,Transgender,0,0,0
GUJRAT DISTRICT,15,Male,20969,8621,29590
GUJRAT DISTRICT,15,Female,20883,8202,29085
GUJRAT DISTRICT,15,Transgender,4,0,4
GUJRAT DISTRICT,16,Male,21797,8442,30239
GUJRAT DISTRICT,16,Female,20898,8178,29076
GUJRAT DISTRICT,16,Transgender,3,0,3
GUJRAT DISTRICT,17,Male,21689,9126,30815
GUJRAT DISTRICT,17,Female,21600,8724,30324
GUJRAT DISTRICT,17,Transgender,3,1,4
GUJRAT DISTRICT,18,Male,18174,7543,25717
GUJRAT DISTRICT,18,Female,17843,6856,24699
GUJRAT DISTRICT,18,Transgender,5,3,8
GUJRAT DISTRICT,19,Male,19938,8375,28313
GUJRAT DISTRICT,19,Female,21142,8537,29679
GUJRAT DISTRICT,19,Transgender,3,1,4
GUJRAT DISTRICT,20,Male,16276,7306,23582
GUJRAT DISTRICT,20,Female,16878,6676,23554
GUJRAT DISTRICT,20,Transgender,2,3,5
GUJRAT DISTRICT,21,Male,18017,8405,26422
GUJRAT DISTRICT,21,Female,21807,9126,30933
GUJRAT DISTRICT,21,Transgender,1,2,3
GUJRAT DISTRICT,22,Male,15362,7419,22781
GUJRAT DISTRICT,22,Female,19511,7802,27313
GUJRAT DISTRICT,22,Transgender,3,0,3
GUJRAT DISTRICT,23,Male,14634,7967,22601
GUJRAT DISTRICT,23,Female,20713,8462,29175
GUJRAT DISTRICT,23,Transgender,7,2,9
GUJRAT DISTRICT,24,Male,13861,7706,21567
GUJRAT DISTRICT,24,Female,19756,8348,28104
GUJRAT DISTRICT,24,Transgender,1,1,2
GUJRAT DISTRICT,25,Male,11854,6698,18552
GUJRAT DISTRICT,25,Female,15856,6699,22555
GUJRAT DISTRICT,25,Transgender,3,3,6
GUJRAT DISTRICT,26,Male,12469,7641,20110
GUJRAT DISTRICT,26,Female,18780,8240,27020
GUJRAT DISTRICT,26,Transgender,3,1,4
GUJRAT DISTRICT,27,Male,11891,7489,19380
GUJRAT DISTRICT,27,Female,18735,8213,26948
GUJRAT DISTRICT,27,Transgender,3,2,5
GUJRAT DISTRICT,28,Male,11616,7129,18745
GUJRAT DISTRICT,28,Female,17368,7471,24839
GUJRAT DISTRICT,28,Transgender,2,4,6
GUJRAT DISTRICT,29,Male,11504,7359,18863
GUJRAT DISTRICT,29,Female,17498,7588,25086
GUJRAT DISTRICT,29,Transgender,1,1,2
GUJRAT DISTRICT,30,Male,11257,6793,18050
GUJRAT DISTRICT,30,Female,15750,6869,22619
GUJRAT DISTRICT,30,Transgender,4,5,9
GUJRAT DISTRICT,31,Male,11127,6957,18084
GUJRAT DISTRICT,31,Female,16351,7238,23589
GUJRAT DISTRICT,31,Transgender,1,1,2
GUJRAT DISTRICT,32,Male,10713,6675,17388
GUJRAT DISTRICT,32,Female,15251,6947,22198
GUJRAT DISTRICT,32,Transgender,5,2,7
GUJRAT DISTRICT,33,Male,10537,6558,17095
GUJRAT DISTRICT,33,Female,15123,6679,21802
GUJRAT DISTRICT,33,Transgender,1,0,1
GUJRAT DISTRICT,34,Male,9625,5991,15616
GUJRAT DISTRICT,34,Female,14004,6128,20132
GUJRAT DISTRICT,34,Transgender,3,1,4
GUJRAT DISTRICT,35,Male,9290,5509,14799
GUJRAT DISTRICT,35,Female,12847,5542,18389
GUJRAT DISTRICT,35,Transgender,6,6,12
GUJRAT DISTRICT,36,Male,8941,5373,14314
GUJRAT DISTRICT,36,Female,12806,5535,18341
GUJRAT DISTRICT,36,Transgender,0,1,1
GUJRAT DISTRICT,37,Male,8288,5047,13335
GUJRAT DISTRICT,37,Female,11565,5041,16606
GUJRAT DISTRICT,37,Transgender,1,1,2
GUJRAT DISTRICT,38,Male,9380,5556,14936
GUJRAT DISTRICT,38,Female,12628,5792,18420
GUJRAT DISTRICT,38,Transgender,5,0,5
GUJRAT DISTRICT,39,Male,8526,4984,13510
GUJRAT DISTRICT,39,Female,12080,5264,17344
GUJRAT DISTRICT,39,Transgender,1,3,4
GUJRAT DISTRICT,40,Male,9081,5339,14420
GUJRAT DISTRICT,40,Female,11528,5153,16681
GUJRAT DISTRICT,40,Transgender,2,8,10
GUJRAT DISTRICT,41,Male,7933,4282,12215
GUJRAT DISTRICT,41,Female,10498,4445,14943
GUJRAT DISTRICT,41,Transgender,1,0,1
GUJRAT DISTRICT,42,Male,7524,4165,11689
GUJRAT DISTRICT,42,Female,9571,4346,13917
GUJRAT DISTRICT,42,Transgender,2,0,2
GUJRAT DISTRICT,43,Male,7439,3949,11388
GUJRAT DISTRICT,43,Female,10073,4475,14548
GUJRAT DISTRICT,43,Transgender,0,2,2
GUJRAT DISTRICT,44,Male,7068,3630,10698
GUJRAT DISTRICT,44,Female,9312,3948,13260
GUJRAT DISTRICT,44,Transgender,0,1,1
GUJRAT DISTRICT,45,Male,7502,3943,11445
GUJRAT DISTRICT,45,Female,8639,3912,12551
GUJRAT DISTRICT,45,Transgender,6,1,7
GUJRAT DISTRICT,46,Male,6847,3247,10094
GUJRAT DISTRICT,46,Female,8395,3247,11642
GUJRAT DISTRICT,46,Transgender,1,3,4
GUJRAT DISTRICT,47,Male,6639,3230,9869
GUJRAT DISTRICT,47,Female,7363,2961,10324
GUJRAT DISTRICT,47,Transgender,0,1,1
GUJRAT DISTRICT,48,Male,7808,3487,11295
GUJRAT DISTRICT,48,Female,8958,3800,12758
GUJRAT DISTRICT,48,Transgender,2,1,3
GUJRAT DISTRICT,49,Male,7329,3233,10562
GUJRAT DISTRICT,49,Female,9008,3689,12697
GUJRAT DISTRICT,49,Transgender,1,2,3
GUJRAT DISTRICT,50,Male,7966,3842,11808
GUJRAT DISTRICT,50,Female,9073,3884,12957
GUJRAT DISTRICT,50,Transgender,8,4,12
GUJRAT DISTRICT,51,Male,6862,3031,9893
GUJRAT DISTRICT,51,Female,8141,3179,11320
GUJRAT DISTRICT,51,Transgender,1,0,1
GUJRAT DISTRICT,52,Male,7192,3141,10333
GUJRAT DISTRICT,52,Female,7783,3256,11039
GUJRAT DISTRICT,52,Transgender,1,1,2
GUJRAT DISTRICT,53,Male,6911,3106,10017
GUJRAT DISTRICT,53,Female,8288,3531,11819
GUJRAT DISTRICT,53,Transgender,2,0,2
GUJRAT DISTRICT,54,Male,6741,2856,9597
GUJRAT DISTRICT,54,Female,7825,3077,10902
GUJRAT DISTRICT,54,Transgender,0,1,1
GUJRAT DISTRICT,55,Male,6851,3103,9954
GUJRAT DISTRICT,55,Female,6967,2897,9864
GUJRAT DISTRICT,55,Transgender,2,0,2
GUJRAT DISTRICT,56,Male,5578,2419,7997
GUJRAT DISTRICT,56,Female,5937,2290,8227
GUJRAT DISTRICT,56,Transgender,0,0,0
GUJRAT DISTRICT,57,Male,4937,2168,7105
GUJRAT DISTRICT,57,Female,4975,1788,6763
GUJRAT DISTRICT,57,Transgender,3,0,3
GUJRAT DISTRICT,58,Male,5785,2240,8025
GUJRAT DISTRICT,58,Female,6253,2239,8492
GUJRAT DISTRICT,58,Transgender,2,2,4
GUJRAT DISTRICT,59,Male,5744,2226,7970
GUJRAT DISTRICT,59,Female,6025,2184,8209
GUJRAT DISTRICT,59,Transgender,0,0,0
GUJRAT DISTRICT,60,Male,6501,2674,9175
GUJRAT DISTRICT,60,Female,6248,2284,8532
GUJRAT DISTRICT,60,Transgender,7,1,8
GUJRAT DISTRICT,61,Male,5825,2328,8153
GUJRAT DISTRICT,61,Female,5745,2086,7831
GUJRAT DISTRICT,61,Transgender,0,0,0
GUJRAT DISTRICT,62,Male,5979,2239,8218
GUJRAT DISTRICT,62,Female,5389,1894,7283
GUJRAT DISTRICT,62,Transgender,3,0,3
GUJRAT DISTRICT,63,Male,5833,2213,8046
GUJRAT DISTRICT,63,Female,5458,2042,7500
GUJRAT DISTRICT,63,Transgender,0,0,0
GUJRAT DISTRICT,64,Male,5098,1810,6908
GUJRAT DISTRICT,64,Female,4981,1576,6557
GUJRAT DISTRICT,64,Transgender,0,1,1
GUJRAT DISTRICT,65,Male,5329,1912,7241
GUJRAT DISTRICT,65,Female,4869,1669,6538
GUJRAT DISTRICT,65,Transgender,5,0,5
GUJRAT DISTRICT,66,Male,4036,1342,5378
GUJRAT DISTRICT,66,Female,3653,1091,4744
GUJRAT DISTRICT,66,Transgender,1,0,1
GUJRAT DISTRICT,67,Male,3759,1216,4975
GUJRAT DISTRICT,67,Female,3260,1015,4275
GUJRAT DISTRICT,67,Transgender,3,0,3
GUJRAT DISTRICT,68,Male,4057,1318,5375
GUJRAT DISTRICT,68,Female,3777,1174,4951
GUJRAT DISTRICT,68,Transgender,0,0,0
GUJRAT DISTRICT,69,Male,3763,1173,4936
GUJRAT DISTRICT,69,Female,3574,1080,4654
GUJRAT DISTRICT,69,Transgender,0,0,0
GUJRAT DISTRICT,70,Male,4319,1378,5697
GUJRAT DISTRICT,70,Female,4019,1227,5246
GUJRAT DISTRICT,70,Transgender,2,0,2
GUJRAT DISTRICT,71,Male,3285,1004,4289
GUJRAT DISTRICT,71,Female,3143,957,4100
GUJRAT DISTRICT,71,Transgender,2,0,2
GUJRAT DISTRICT,72,Male,3509,1085,4594
GUJRAT DISTRICT,72,Female,3112,859,3971
GUJRAT DISTRICT,72,Transgender,2,0,2
GUJRAT DISTRICT,73,Male,3152,1050,4202
GUJRAT DISTRICT,73,Female,2954,861,3815
GUJRAT DISTRICT,73,Transgender,0,0,0
GUJRAT DISTRICT,74,Male,2807,819,3626
GUJRAT DISTRICT,74,Female,2571,705,3276
GUJRAT DISTRICT,74,Transgender,1,0,1
GUJRAT DISTRICT,>=75,Male,23403,6510,29913
GUJRAT DISTRICT,>=75,Female,22853,6219,29072
GUJRAT DISTRICT,>=75,Transgender,15,0,15
GWADAR DISTRICT,<1,Male,1189,1960,3149
GWADAR DISTRICT,<1,Female,1166,1723,2889
GWADAR DISTRICT,<1,Transgender,0,0,0
GWADAR DISTRICT,1,Male,1367,2203,3570
GWADAR DISTRICT,1,Female,1253,1766,3019
GWADAR DISTRICT,1,Transgender,0,0,0
GWADAR DISTRICT,2,Male,1472,2208,3680
GWADAR DISTRICT,2,Female,1373,2055,3428
GWADAR DISTRICT,2,Transgender,0,0,0
GWADAR DISTRICT,3,Male,1610,2367,3977
GWADAR DISTRICT,3,Female,1582,2129,3711
GWADAR DISTRICT,3,Transgender,0,0,0
GWADAR DISTRICT,4,Male,1510,2281,3791
GWADAR DISTRICT,4,Female,1448,2036,3484
GWADAR DISTRICT,4,Transgender,0,0,0
GWADAR DISTRICT,5,Male,1677,2237,3914
GWADAR DISTRICT,5,Female,1663,2183,3846
GWADAR DISTRICT,5,Transgender,0,0,0
GWADAR DISTRICT,6,Male,1542,2135,3677
GWADAR DISTRICT,6,Female,1467,1996,3463
GWADAR DISTRICT,6,Transgender,0,0,0
GWADAR DISTRICT,7,Male,1759,2397,4156
GWADAR DISTRICT,7,Female,1535,2142,3677
GWADAR DISTRICT,7,Transgender,0,0,0
GWADAR DISTRICT,8,Male,1751,2416,4167
GWADAR DISTRICT,8,Female,1565,2163,3728
GWADAR DISTRICT,8,Transgender,0,0,0
GWADAR DISTRICT,9,Male,1450,2267,3717
GWADAR DISTRICT,9,Female,1405,2036,3441
GWADAR DISTRICT,9,Transgender,0,0,0
GWADAR DISTRICT,10,Male,1607,2321,3928
GWADAR DISTRICT,10,Female,1457,2050,3507
GWADAR DISTRICT,10,Transgender,0,0,0
GWADAR DISTRICT,11,Male,1443,2059,3502
GWADAR DISTRICT,11,Female,1211,1836,3047
GWADAR DISTRICT,11,Transgender,0,0,0
GWADAR DISTRICT,12,Male,1262,1986,3248
GWADAR DISTRICT,12,Female,1234,1738,2972
GWADAR DISTRICT,12,Transgender,0,0,0
GWADAR DISTRICT,13,Male,1235,1817,3052
GWADAR DISTRICT,13,Female,1120,1621,2741
GWADAR DISTRICT,13,Transgender,0,0,0
GWADAR DISTRICT,14,Male,1139,1932,3071
GWADAR DISTRICT,14,Female,1115,1579,2694
GWADAR DISTRICT,14,Transgender,0,0,0
GWADAR DISTRICT,15,Male,1210,1927,3137
GWADAR DISTRICT,15,Female,1124,1627,2751
GWADAR DISTRICT,15,Transgender,0,0,0
GWADAR DISTRICT,16,Male,1166,1869,3035
GWADAR DISTRICT,16,Female,971,1543,2514
GWADAR DISTRICT,16,Transgender,0,0,0
GWADAR DISTRICT,17,Male,1148,1900,3048
GWADAR DISTRICT,17,Female,1172,1823,2995
GWADAR DISTRICT,17,Transgender,0,0,0
GWADAR DISTRICT,18,Male,1222,2089,3311
GWADAR DISTRICT,18,Female,982,1719,2701
GWADAR DISTRICT,18,Transgender,0,1,1
GWADAR DISTRICT,19,Male,1180,2047,3227
GWADAR DISTRICT,19,Female,889,1709,2598
GWADAR DISTRICT,19,Transgender,0,1,1
GWADAR DISTRICT,20,Male,1161,1971,3132
GWADAR DISTRICT,20,Female,981,1582,2563
GWADAR DISTRICT,20,Transgender,1,0,1
GWADAR DISTRICT,21,Male,979,1745,2724
GWADAR DISTRICT,21,Female,749,1541,2290
GWADAR DISTRICT,21,Transgender,0,0,0
GWADAR DISTRICT,22,Male,767,1692,2459
GWADAR DISTRICT,22,Female,550,1282,1832
GWADAR DISTRICT,22,Transgender,0,1,1
GWADAR DISTRICT,23,Male,835,1620,2455
GWADAR DISTRICT,23,Female,622,1196,1818
GWADAR DISTRICT,23,Transgender,0,0,0
GWADAR DISTRICT,24,Male,745,1460,2205
GWADAR DISTRICT,24,Female,639,1127,1766
GWADAR DISTRICT,24,Transgender,0,0,0
GWADAR DISTRICT,25,Male,854,1790,2644
GWADAR DISTRICT,25,Female,772,1461,2233
GWADAR DISTRICT,25,Transgender,0,1,1
GWADAR DISTRICT,26,Male,685,1392,2077
GWADAR DISTRICT,26,Female,575,1218,1793
GWADAR DISTRICT,26,Transgender,0,0,0
GWADAR DISTRICT,27,Male,812,1636,2448
GWADAR DISTRICT,27,Female,933,1475,2408
GWADAR DISTRICT,27,Transgender,0,0,0
GWADAR DISTRICT,28,Male,669,1497,2166
GWADAR DISTRICT,28,Female,783,1285,2068
GWADAR DISTRICT,28,Transgender,1,0,1
GWADAR DISTRICT,29,Male,802,1533,2335
GWADAR DISTRICT,29,Female,795,1403,2198
GWADAR DISTRICT,29,Transgender,0,1,1
GWADAR DISTRICT,30,Male,788,1625,2413
GWADAR DISTRICT,30,Female,780,1235,2015
GWADAR DISTRICT,30,Transgender,0,0,0
GWADAR DISTRICT,31,Male,850,1597,2447
GWADAR DISTRICT,31,Female,768,1333,2101
GWADAR DISTRICT,31,Transgender,0,0,0
GWADAR DISTRICT,32,Male,764,1452,2216
GWADAR DISTRICT,32,Female,614,1036,1650
GWADAR DISTRICT,32,Transgender,0,0,0
GWADAR DISTRICT,33,Male,685,1374,2059
GWADAR DISTRICT,33,Female,597,1026,1623
GWADAR DISTRICT,33,Transgender,0,0,0
GWADAR DISTRICT,34,Male,529,1126,1655
GWADAR DISTRICT,34,Female,457,781,1238
GWADAR DISTRICT,34,Transgender,0,1,1
GWADAR DISTRICT,35,Male,707,1377,2084
GWADAR DISTRICT,35,Female,691,933,1624
GWADAR DISTRICT,35,Transgender,0,2,2
GWADAR DISTRICT,36,Male,613,984,1597
GWADAR DISTRICT,36,Female,502,671,1173
GWADAR DISTRICT,36,Transgender,0,0,0
GWADAR DISTRICT,37,Male,868,1141,2009
GWADAR DISTRICT,37,Female,916,989,1905
GWADAR DISTRICT,37,Transgender,0,1,1
GWADAR DISTRICT,38,Male,587,1090,1677
GWADAR DISTRICT,38,Female,465,763,1228
GWADAR DISTRICT,38,Transgender,0,0,0
GWADAR DISTRICT,39,Male,640,1087,1727
GWADAR DISTRICT,39,Female,612,798,1410
GWADAR DISTRICT,39,Transgender,0,0,0
GWADAR DISTRICT,40,Male,469,1171,1640
GWADAR DISTRICT,40,Female,420,731,1151
GWADAR DISTRICT,40,Transgender,0,1,1
GWADAR DISTRICT,41,Male,499,1141,1640
GWADAR DISTRICT,41,Female,425,634,1059
GWADAR DISTRICT,41,Transgender,0,0,0
GWADAR DISTRICT,42,Male,551,888,1439
GWADAR DISTRICT,42,Female,435,641,1076
GWADAR DISTRICT,42,Transgender,0,0,0
GWADAR DISTRICT,43,Male,444,867,1311
GWADAR DISTRICT,43,Female,357,589,946
GWADAR DISTRICT,43,Transgender,0,0,0
GWADAR DISTRICT,44,Male,392,588,980
GWADAR DISTRICT,44,Female,312,474,786
GWADAR DISTRICT,44,Transgender,0,0,0
GWADAR DISTRICT,45,Male,351,785,1136
GWADAR DISTRICT,45,Female,271,492,763
GWADAR DISTRICT,45,Transgender,0,0,0
GWADAR DISTRICT,46,Male,335,544,879
GWADAR DISTRICT,46,Female,248,393,641
GWADAR DISTRICT,46,Transgender,0,0,0
GWADAR DISTRICT,47,Male,404,653,1057
GWADAR DISTRICT,47,Female,407,561,968
GWADAR DISTRICT,47,Transgender,0,0,0
GWADAR DISTRICT,48,Male,287,612,899
GWADAR DISTRICT,48,Female,233,404,637
GWADAR DISTRICT,48,Transgender,0,1,1
GWADAR DISTRICT,49,Male,357,664,1021
GWADAR DISTRICT,49,Female,277,465,742
GWADAR DISTRICT,49,Transgender,0,0,0
GWADAR DISTRICT,50,Male,303,595,898
GWADAR DISTRICT,50,Female,284,455,739
GWADAR DISTRICT,50,Transgender,0,0,0
GWADAR DISTRICT,51,Male,348,564,912
GWADAR DISTRICT,51,Female,250,403,653
GWADAR DISTRICT,51,Transgender,0,0,0
GWADAR DISTRICT,52,Male,312,476,788
GWADAR DISTRICT,52,Female,259,357,616
GWADAR DISTRICT,52,Transgender,0,0,0
GWADAR DISTRICT,53,Male,257,488,745
GWADAR DISTRICT,53,Female,220,390,610
GWADAR DISTRICT,53,Transgender,0,0,0
GWADAR DISTRICT,54,Male,278,441,719
GWADAR DISTRICT,54,Female,237,333,570
GWADAR DISTRICT,54,Transgender,0,0,0
GWADAR DISTRICT,55,Male,209,439,648
GWADAR DISTRICT,55,Female,200,303,503
GWADAR DISTRICT,55,Transgender,0,1,1
GWADAR DISTRICT,56,Male,209,334,543
GWADAR DISTRICT,56,Female,177,281,458
GWADAR DISTRICT,56,Transgender,0,1,1
GWADAR DISTRICT,57,Male,275,421,696
GWADAR DISTRICT,57,Female,261,308,569
GWADAR DISTRICT,57,Transgender,0,0,0
GWADAR DISTRICT,58,Male,214,358,572
GWADAR DISTRICT,58,Female,173,312,485
GWADAR DISTRICT,58,Transgender,0,0,0
GWADAR DISTRICT,59,Male,269,367,636
GWADAR DISTRICT,59,Female,242,422,664
GWADAR DISTRICT,59,Transgender,0,0,0
GWADAR DISTRICT,60,Male,183,341,524
GWADAR DISTRICT,60,Female,197,296,493
GWADAR DISTRICT,60,Transgender,0,0,0
GWADAR DISTRICT,61,Male,185,279,464
GWADAR DISTRICT,61,Female,188,253,441
GWADAR DISTRICT,61,Transgender,0,0,0
GWADAR DISTRICT,62,Male,184,280,464
GWADAR DISTRICT,62,Female,222,237,459
GWADAR DISTRICT,62,Transgender,0,1,1
GWADAR DISTRICT,63,Male,211,306,517
GWADAR DISTRICT,63,Female,207,242,449
GWADAR DISTRICT,63,Transgender,0,0,0
GWADAR DISTRICT,64,Male,305,318,623
GWADAR DISTRICT,64,Female,263,267,530
GWADAR DISTRICT,64,Transgender,0,0,0
GWADAR DISTRICT,65,Male,150,290,440
GWADAR DISTRICT,65,Female,159,226,385
GWADAR DISTRICT,65,Transgender,0,1,1
GWADAR DISTRICT,66,Male,124,152,276
GWADAR DISTRICT,66,Female,100,125,225
GWADAR DISTRICT,66,Transgender,0,0,0
GWADAR DISTRICT,67,Male,148,159,307
GWADAR DISTRICT,67,Female,167,152,319
GWADAR DISTRICT,67,Transgender,0,0,0
GWADAR DISTRICT,68,Male,158,176,334
GWADAR DISTRICT,68,Female,118,170,288
GWADAR DISTRICT,68,Transgender,0,0,0
GWADAR DISTRICT,69,Male,317,196,513
GWADAR DISTRICT,69,Female,213,203,416
GWADAR DISTRICT,69,Transgender,0,0,0
GWADAR DISTRICT,70,Male,116,167,283
GWADAR DISTRICT,70,Female,103,131,234
GWADAR DISTRICT,70,Transgender,0,0,0
GWADAR DISTRICT,71,Male,88,113,201
GWADAR DISTRICT,71,Female,87,95,182
GWADAR DISTRICT,71,Transgender,0,0,0
GWADAR DISTRICT,72,Male,83,93,176
GWADAR DISTRICT,72,Female,76,71,147
GWADAR DISTRICT,72,Transgender,0,0,0
GWADAR DISTRICT,73,Male,99,95,194
GWADAR DISTRICT,73,Female,82,99,181
GWADAR DISTRICT,73,Transgender,0,0,0
GWADAR DISTRICT,74,Male,156,129,285
GWADAR DISTRICT,74,Female,117,127,244
GWADAR DISTRICT,74,Transgender,0,0,0
GWADAR DISTRICT,>=75,Male,750,720,1470
GWADAR DISTRICT,>=75,Female,653,696,1349
GWADAR DISTRICT,>=75,Transgender,0,0,0
HAFIZABAD DISTRICT,<1,Male,9429,4887,14316
HAFIZABAD DISTRICT,<1,Female,8816,4583,13399
HAFIZABAD DISTRICT,<1,Transgender,0,0,0
HAFIZABAD DISTRICT,1,Male,9535,5140,14675
HAFIZABAD DISTRICT,1,Female,9249,4782,14031
HAFIZABAD DISTRICT,1,Transgender,0,0,0
HAFIZABAD DISTRICT,2,Male,9764,5028,14792
HAFIZABAD DISTRICT,2,Female,9395,4608,14003
HAFIZABAD DISTRICT,2,Transgender,0,0,0
HAFIZABAD DISTRICT,3,Male,10436,5334,15770
HAFIZABAD DISTRICT,3,Female,10237,5201,15438
HAFIZABAD DISTRICT,3,Transgender,0,0,0
HAFIZABAD DISTRICT,4,Male,10782,5264,16046
HAFIZABAD DISTRICT,4,Female,10427,5108,15535
HAFIZABAD DISTRICT,4,Transgender,0,0,0
HAFIZABAD DISTRICT,5,Male,10492,5049,15541
HAFIZABAD DISTRICT,5,Female,9905,4926,14831
HAFIZABAD DISTRICT,5,Transgender,0,0,0
HAFIZABAD DISTRICT,6,Male,10628,5311,15939
HAFIZABAD DISTRICT,6,Female,9938,4823,14761
HAFIZABAD DISTRICT,6,Transgender,0,0,0
HAFIZABAD DISTRICT,7,Male,11004,5511,16515
HAFIZABAD DISTRICT,7,Female,10284,5327,15611
HAFIZABAD DISTRICT,7,Transgender,0,0,0
HAFIZABAD DISTRICT,8,Male,10760,5101,15861
HAFIZABAD DISTRICT,8,Female,10040,4883,14923
HAFIZABAD DISTRICT,8,Transgender,0,0,0
HAFIZABAD DISTRICT,9,Male,10352,5508,15860
HAFIZABAD DISTRICT,9,Female,9545,4973,14518
HAFIZABAD DISTRICT,9,Transgender,0,0,0
HAFIZABAD DISTRICT,10,Male,9736,4706,14442
HAFIZABAD DISTRICT,10,Female,9281,4624,13905
HAFIZABAD DISTRICT,10,Transgender,0,0,0
HAFIZABAD DISTRICT,11,Male,9504,5216,14720
HAFIZABAD DISTRICT,11,Female,8806,4992,13798
HAFIZABAD DISTRICT,11,Transgender,0,0,0
HAFIZABAD DISTRICT,12,Male,9070,4773,13843
HAFIZABAD DISTRICT,12,Female,8472,4346,12818
HAFIZABAD DISTRICT,12,Transgender,0,0,0
HAFIZABAD DISTRICT,13,Male,8719,4857,13576
HAFIZABAD DISTRICT,13,Female,7928,4608,12536
HAFIZABAD DISTRICT,13,Transgender,0,0,0
HAFIZABAD DISTRICT,14,Male,8463,4536,12999
HAFIZABAD DISTRICT,14,Female,7651,4317,11968
