district,localities,gender,age_group,working,seeking_work,students,housekeeping,other
SUJAWAL DISTRICT,Urban,Female,70-74,,,,,2
SUJAWAL DISTRICT,Urban,Female,75 AND ABOVE,,,,,2
SUJAWAL DISTRICT,Urban,Transgender,10-14,,,,,
SUJAWAL DISTRICT,Urban,Transgender,15-19,,,,,
SUJAWAL DISTRICT,Urban,Transgender,20-24,,,,,
SUJAWAL DISTRICT,Urban,Transgender,25-29,,,,1,
SUJAWAL DISTRICT,Urban,Transgender,30-34,,,,,
SUJAWAL DISTRICT,Urban,Transgender,35-39,,,,,
SUJAWAL DISTRICT,Urban,Transgender,40-44,,,,,
SUJAWAL DISTRICT,Urban,Transgender,45-49,,,,,
SUJAWAL DISTRICT,Urban,Transgender,50-54,,,,,
SUJAWAL DISTRICT,Urban,Transgender,55-59,,,,,
SUJAWAL DISTRICT,Urban,Transgender,60-64,,,,,
SUJAWAL DISTRICT,Urban,Transgender,65-69,,,,,
SUJAWAL DISTRICT,Urban,Transgender,70-74,,,,,
SUJAWAL DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
TANDO ALLAHYAR DISTRICT,All,Overall,10-14,40,19,94,140,97
TANDO ALLAHYAR DISTRICT,All,Overall,15-19,86,19,55,126,94
TANDO ALLAHYAR DISTRICT,All,Overall,20-24,86,25,19,112,68
TANDO ALLAHYAR DISTRICT,All,Overall,25-29,84,32,10,89,74
TANDO ALLAHYAR DISTRICT,All,Overall,30-34,81,14,3,54,54
TANDO ALLAHYAR DISTRICT,All,Overall,35-39,63,16,2,62,42
TANDO ALLAHYAR DISTRICT,All,Overall,40-44,64,8,,43,33
TANDO ALLAHYAR DISTRICT,All,Overall,45-49,55,8,,31,19
TANDO ALLAHYAR DISTRICT,All,Overall,50-54,32,4,,22,20
TANDO ALLAHYAR DISTRICT,All,Overall,55-59,38,4,,15,12
TANDO ALLAHYAR DISTRICT,All,Overall,60-64,32,3,,15,14
TANDO ALLAHYAR DISTRICT,All,Overall,65-69,23,3,,21,7
TANDO ALLAHYAR DISTRICT,All,Overall,70-74,9,3,,10,7
TANDO ALLAHYAR DISTRICT,All,Overall,75 AND ABOVE,9,1,,14,14
TANDO ALLAHYAR DISTRICT,All,Male,10-14,30,13,55,77,60
TANDO ALLAHYAR DISTRICT,All,Male,15-19,65,8,41,45,49
TANDO ALLAHYAR DISTRICT,All,Male,20-24,66,22,16,36,48
TANDO ALLAHYAR DISTRICT,All,Male,25-29,73,29,9,32,36
TANDO ALLAHYAR DISTRICT,All,Male,30-34,68,13,3,18,38
TANDO ALLAHYAR DISTRICT,All,Male,35-39,57,15,2,17,32
TANDO ALLAHYAR DISTRICT,All,Male,40-44,59,8,,12,23
TANDO ALLAHYAR DISTRICT,All,Male,45-49,52,8,,10,16
TANDO ALLAHYAR DISTRICT,All,Male,50-54,30,3,,4,16
TANDO ALLAHYAR DISTRICT,All,Male,55-59,35,3,,2,6
TANDO ALLAHYAR DISTRICT,All,Male,60-64,30,2,,3,10
TANDO ALLAHYAR DISTRICT,All,Male,65-69,22,3,,3,2
TANDO ALLAHYAR DISTRICT,All,Male,70-74,9,2,,2,4
TANDO ALLAHYAR DISTRICT,All,Male,75 AND ABOVE,6,,,4,3
TANDO ALLAHYAR DISTRICT,All,Female,10-14,10,6,39,63,37
TANDO ALLAHYAR DISTRICT,All,Female,15-19,20,10,12,80,45
TANDO ALLAHYAR DISTRICT,All,Female,20-24,19,3,2,76,20
TANDO ALLAHYAR DISTRICT,All,Female,25-29,9,3,1,57,38
TANDO ALLAHYAR DISTRICT,All,Female,30-34,13,1,,36,16
TANDO ALLAHYAR DISTRICT,All,Female,35-39,6,1,,45,9
TANDO ALLAHYAR DISTRICT,All,Female,40-44,5,,,31,10
TANDO ALLAHYAR DISTRICT,All,Female,45-49,3,,,21,3
TANDO ALLAHYAR DISTRICT,All,Female,50-54,2,1,,17,4
TANDO ALLAHYAR DISTRICT,All,Female,55-59,2,1,,12,6
TANDO ALLAHYAR DISTRICT,All,Female,60-64,2,1,,11,4
TANDO ALLAHYAR DISTRICT,All,Female,65-69,1,,,17,4
TANDO ALLAHYAR DISTRICT,All,Female,70-74,,1,,7,3
TANDO ALLAHYAR DISTRICT,All,Female,75 AND ABOVE,3,1,,10,11
TANDO ALLAHYAR DISTRICT,All,Transgender,10-14,,,,,
TANDO ALLAHYAR DISTRICT,All,Transgender,15-19,1,1,2,1,
TANDO ALLAHYAR DISTRICT,All,Transgender,20-24,1,,1,,
TANDO ALLAHYAR DISTRICT,All,Transgender,25-29,2,,,,
TANDO ALLAHYAR DISTRICT,All,Transgender,30-34,,,,,
TANDO ALLAHYAR DISTRICT,All,Transgender,35-39,,,,,1
TANDO ALLAHYAR DISTRICT,All,Transgender,40-44,,,,,
TANDO ALLAHYAR DISTRICT,All,Transgender,45-49,,,,,
TANDO ALLAHYAR DISTRICT,All,Transgender,50-54,,,,1,
TANDO ALLAHYAR DISTRICT,All,Transgender,55-59,1,,,1,
TANDO ALLAHYAR DISTRICT,All,Transgender,60-64,,,,1,
TANDO ALLAHYAR DISTRICT,All,Transgender,65-69,,,,1,1
TANDO ALLAHYAR DISTRICT,All,Transgender,70-74,,,,1,
TANDO ALLAHYAR DISTRICT,All,Transgender,75 AND ABOVE,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Overall,10-14,29,11,57,110,69
TANDO ALLAHYAR DISTRICT,Rural,Overall,15-19,60,15,39,91,71
TANDO ALLAHYAR DISTRICT,Rural,Overall,20-24,50,18,15,78,47
TANDO ALLAHYAR DISTRICT,Rural,Overall,25-29,58,24,6,57,51
TANDO ALLAHYAR DISTRICT,Rural,Overall,30-34,58,11,1,40,42
TANDO ALLAHYAR DISTRICT,Rural,Overall,35-39,39,11,1,37,24
TANDO ALLAHYAR DISTRICT,Rural,Overall,40-44,41,4,,24,24
TANDO ALLAHYAR DISTRICT,Rural,Overall,45-49,30,4,,19,14
TANDO ALLAHYAR DISTRICT,Rural,Overall,50-54,17,3,,15,15
TANDO ALLAHYAR DISTRICT,Rural,Overall,55-59,19,2,,11,9
TANDO ALLAHYAR DISTRICT,Rural,Overall,60-64,20,2,,13,10
TANDO ALLAHYAR DISTRICT,Rural,Overall,65-69,16,3,,12,6
TANDO ALLAHYAR DISTRICT,Rural,Overall,70-74,6,3,,6,7
TANDO ALLAHYAR DISTRICT,Rural,Overall,75 AND ABOVE,9,1,,9,8
TANDO ALLAHYAR DISTRICT,Rural,Male,10-14,20,9,41,63,39
TANDO ALLAHYAR DISTRICT,Rural,Male,15-19,44,8,32,32,37
TANDO ALLAHYAR DISTRICT,Rural,Male,20-24,34,17,12,28,34
TANDO ALLAHYAR DISTRICT,Rural,Male,25-29,49,21,5,20,24
TANDO ALLAHYAR DISTRICT,Rural,Male,30-34,48,10,1,12,29
TANDO ALLAHYAR DISTRICT,Rural,Male,35-39,36,10,1,7,17
TANDO ALLAHYAR DISTRICT,Rural,Male,40-44,40,4,,4,18
TANDO ALLAHYAR DISTRICT,Rural,Male,45-49,28,4,,6,12
TANDO ALLAHYAR DISTRICT,Rural,Male,50-54,16,2,,4,12
TANDO ALLAHYAR DISTRICT,Rural,Male,55-59,17,2,,1,4
TANDO ALLAHYAR DISTRICT,Rural,Male,60-64,19,1,,3,6
TANDO ALLAHYAR DISTRICT,Rural,Male,65-69,15,3,,3,1
TANDO ALLAHYAR DISTRICT,Rural,Male,70-74,6,2,,,4
TANDO ALLAHYAR DISTRICT,Rural,Male,75 AND ABOVE,6,,,3,2
TANDO ALLAHYAR DISTRICT,Rural,Female,10-14,9,2,16,47,30
TANDO ALLAHYAR DISTRICT,Rural,Female,15-19,15,6,6,58,34
TANDO ALLAHYAR DISTRICT,Rural,Female,20-24,15,1,2,50,13
TANDO ALLAHYAR DISTRICT,Rural,Female,25-29,7,3,1,37,27
TANDO ALLAHYAR DISTRICT,Rural,Female,30-34,10,1,,28,13
TANDO ALLAHYAR DISTRICT,Rural,Female,35-39,3,1,,30,6
TANDO ALLAHYAR DISTRICT,Rural,Female,40-44,1,,,20,6
TANDO ALLAHYAR DISTRICT,Rural,Female,45-49,2,,,13,2
TANDO ALLAHYAR DISTRICT,Rural,Female,50-54,1,1,,10,3
TANDO ALLAHYAR DISTRICT,Rural,Female,55-59,1,,,9,5
TANDO ALLAHYAR DISTRICT,Rural,Female,60-64,1,1,,9,4
TANDO ALLAHYAR DISTRICT,Rural,Female,65-69,1,,,9,4
TANDO ALLAHYAR DISTRICT,Rural,Female,70-74,,1,,6,3
TANDO ALLAHYAR DISTRICT,Rural,Female,75 AND ABOVE,3,1,,6,6
TANDO ALLAHYAR DISTRICT,Rural,Transgender,10-14,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,15-19,1,1,1,1,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,20-24,1,,1,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,25-29,2,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,30-34,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,35-39,,,,,1
TANDO ALLAHYAR DISTRICT,Rural,Transgender,40-44,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,45-49,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,50-54,,,,1,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,55-59,1,,,1,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,60-64,,,,1,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,65-69,,,,,1
TANDO ALLAHYAR DISTRICT,Rural,Transgender,70-74,,,,,
TANDO ALLAHYAR DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Overall,10-14,11,8,37,30,28
TANDO ALLAHYAR DISTRICT,Urban,Overall,15-19,26,4,16,35,23
TANDO ALLAHYAR DISTRICT,Urban,Overall,20-24,36,7,4,34,21
TANDO ALLAHYAR DISTRICT,Urban,Overall,25-29,26,8,4,32,23
TANDO ALLAHYAR DISTRICT,Urban,Overall,30-34,23,3,2,14,12
TANDO ALLAHYAR DISTRICT,Urban,Overall,35-39,24,5,1,25,18
TANDO ALLAHYAR DISTRICT,Urban,Overall,40-44,23,4,,19,9
TANDO ALLAHYAR DISTRICT,Urban,Overall,45-49,25,4,,12,5
TANDO ALLAHYAR DISTRICT,Urban,Overall,50-54,15,1,,7,5
TANDO ALLAHYAR DISTRICT,Urban,Overall,55-59,19,2,,4,3
TANDO ALLAHYAR DISTRICT,Urban,Overall,60-64,12,1,,2,4
TANDO ALLAHYAR DISTRICT,Urban,Overall,65-69,7,,,9,1
TANDO ALLAHYAR DISTRICT,Urban,Overall,70-74,3,,,4,
TANDO ALLAHYAR DISTRICT,Urban,Overall,75 AND ABOVE,,,,5,6
TANDO ALLAHYAR DISTRICT,Urban,Male,10-14,10,4,14,14,21
TANDO ALLAHYAR DISTRICT,Urban,Male,15-19,21,,9,13,12
TANDO ALLAHYAR DISTRICT,Urban,Male,20-24,32,5,4,8,14
TANDO ALLAHYAR DISTRICT,Urban,Male,25-29,24,8,4,12,12
TANDO ALLAHYAR DISTRICT,Urban,Male,30-34,20,3,2,6,9
TANDO ALLAHYAR DISTRICT,Urban,Male,35-39,21,5,1,10,15
TANDO ALLAHYAR DISTRICT,Urban,Male,40-44,19,4,,8,5
TANDO ALLAHYAR DISTRICT,Urban,Male,45-49,24,4,,4,4
TANDO ALLAHYAR DISTRICT,Urban,Male,50-54,14,1,,,4
TANDO ALLAHYAR DISTRICT,Urban,Male,55-59,18,1,,1,2
TANDO ALLAHYAR DISTRICT,Urban,Male,60-64,11,1,,,4
TANDO ALLAHYAR DISTRICT,Urban,Male,65-69,7,,,,1
TANDO ALLAHYAR DISTRICT,Urban,Male,70-74,3,,,2,
TANDO ALLAHYAR DISTRICT,Urban,Male,75 AND ABOVE,,,,1,1
TANDO ALLAHYAR DISTRICT,Urban,Female,10-14,1,4,23,16,7
TANDO ALLAHYAR DISTRICT,Urban,Female,15-19,5,4,6,22,11
TANDO ALLAHYAR DISTRICT,Urban,Female,20-24,4,2,,26,7
TANDO ALLAHYAR DISTRICT,Urban,Female,25-29,2,,,20,11
TANDO ALLAHYAR DISTRICT,Urban,Female,30-34,3,,,8,3
TANDO ALLAHYAR DISTRICT,Urban,Female,35-39,3,,,15,3
TANDO ALLAHYAR DISTRICT,Urban,Female,40-44,4,,,11,4
TANDO ALLAHYAR DISTRICT,Urban,Female,45-49,1,,,8,1
TANDO ALLAHYAR DISTRICT,Urban,Female,50-54,1,,,7,1
TANDO ALLAHYAR DISTRICT,Urban,Female,55-59,1,1,,3,1
TANDO ALLAHYAR DISTRICT,Urban,Female,60-64,1,,,2,
TANDO ALLAHYAR DISTRICT,Urban,Female,65-69,,,,8,
TANDO ALLAHYAR DISTRICT,Urban,Female,70-74,,,,1,
TANDO ALLAHYAR DISTRICT,Urban,Female,75 AND ABOVE,,,,4,5
TANDO ALLAHYAR DISTRICT,Urban,Transgender,10-14,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,15-19,,,1,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,20-24,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,25-29,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,30-34,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,35-39,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,40-44,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,45-49,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,50-54,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,55-59,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,60-64,,,,,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,65-69,,,,1,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,70-74,,,,1,
TANDO ALLAHYAR DISTRICT,Urban,Transgender,75 AND ABOVE,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,10-14,54,24,68,131,142
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,15-19,63,47,19,117,125
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,20-24,56,33,8,76,92
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,25-29,67,29,4,86,93
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,30-34,43,28,1,51,68
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,35-39,58,16,1,46,59
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,40-44,49,12,1,24,43
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,45-49,40,5,,34,33
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,50-54,18,2,,20,23
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,55-59,21,4,,17,35
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,60-64,28,5,,15,26
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,65-69,25,3,,13,23
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,70-74,19,3,,16,14
TANDO MUHAMMAD KHAN DISTRICT,All,Overall,75 AND ABOVE,18,2,,25,32
TANDO MUHAMMAD KHAN DISTRICT,All,Male,10-14,42,17,45,58,95
TANDO MUHAMMAD KHAN DISTRICT,All,Male,15-19,48,43,10,50,90
TANDO MUHAMMAD KHAN DISTRICT,All,Male,20-24,52,29,5,26,63
TANDO MUHAMMAD KHAN DISTRICT,All,Male,25-29,48,27,3,18,66
TANDO MUHAMMAD KHAN DISTRICT,All,Male,30-34,40,25,1,8,51
TANDO MUHAMMAD KHAN DISTRICT,All,Male,35-39,55,16,1,15,47
TANDO MUHAMMAD KHAN DISTRICT,All,Male,40-44,48,9,1,7,29
TANDO MUHAMMAD KHAN DISTRICT,All,Male,45-49,36,4,,6,27
TANDO MUHAMMAD KHAN DISTRICT,All,Male,50-54,18,2,,3,19
TANDO MUHAMMAD KHAN DISTRICT,All,Male,55-59,21,3,,3,28
TANDO MUHAMMAD KHAN DISTRICT,All,Male,60-64,26,5,,3,19
TANDO MUHAMMAD KHAN DISTRICT,All,Male,65-69,23,3,,2,18
TANDO MUHAMMAD KHAN DISTRICT,All,Male,70-74,19,3,,3,11
TANDO MUHAMMAD KHAN DISTRICT,All,Male,75 AND ABOVE,15,2,,8,20
TANDO MUHAMMAD KHAN DISTRICT,All,Female,10-14,12,7,23,73,47
TANDO MUHAMMAD KHAN DISTRICT,All,Female,15-19,15,3,9,67,34
TANDO MUHAMMAD KHAN DISTRICT,All,Female,20-24,4,3,3,50,29
TANDO MUHAMMAD KHAN DISTRICT,All,Female,25-29,16,1,1,68,27
TANDO MUHAMMAD KHAN DISTRICT,All,Female,30-34,3,3,,42,16
TANDO MUHAMMAD KHAN DISTRICT,All,Female,35-39,3,,,31,12
TANDO MUHAMMAD KHAN DISTRICT,All,Female,40-44,1,3,,17,14
TANDO MUHAMMAD KHAN DISTRICT,All,Female,45-49,4,1,,28,6
TANDO MUHAMMAD KHAN DISTRICT,All,Female,50-54,,,,17,4
TANDO MUHAMMAD KHAN DISTRICT,All,Female,55-59,,1,,14,7
TANDO MUHAMMAD KHAN DISTRICT,All,Female,60-64,2,,,12,7
TANDO MUHAMMAD KHAN DISTRICT,All,Female,65-69,2,,,11,5
TANDO MUHAMMAD KHAN DISTRICT,All,Female,70-74,,,,13,3
TANDO MUHAMMAD KHAN DISTRICT,All,Female,75 AND ABOVE,3,,,17,11
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,10-14,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,15-19,,1,,,1
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,20-24,,1,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,25-29,3,1,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,30-34,,,,1,1
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,35-39,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,40-44,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,45-49,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,50-54,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,55-59,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,60-64,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,65-69,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,70-74,,,,,
TANDO MUHAMMAD KHAN DISTRICT,All,Transgender,75 AND ABOVE,,,,,1
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,10-14,47,22,44,120,117
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,15-19,53,40,15,100,104
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,20-24,47,26,6,62,75
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,25-29,58,24,2,75,76
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,30-34,37,22,1,42,54
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,35-39,49,11,1,39,49
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,40-44,42,8,1,18,31
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,45-49,34,4,,28,26
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,50-54,17,1,,17,18
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,55-59,20,4,,16,29
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,60-64,23,4,,14,26
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,65-69,22,3,,11,19
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,70-74,16,2,,14,12
TANDO MUHAMMAD KHAN DISTRICT,Rural,Overall,75 AND ABOVE,16,2,,21,27
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,10-14,37,16,30,53,80
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,15-19,42,36,8,41,74
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,20-24,44,24,5,19,52
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,25-29,45,22,2,16,52
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,30-34,35,20,1,8,40
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,35-39,48,11,1,14,40
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,40-44,42,7,1,5,22
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,45-49,31,3,,4,23
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,50-54,17,1,,3,14
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,55-59,20,3,,3,23
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,60-64,23,4,,3,19
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,65-69,21,3,,2,15
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,70-74,16,2,,2,9
TANDO MUHAMMAD KHAN DISTRICT,Rural,Male,75 AND ABOVE,13,2,,7,16
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,10-14,10,6,14,67,37
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,15-19,11,3,7,59,29
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,20-24,3,2,1,43,23
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,25-29,12,1,,59,24
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,30-34,2,2,,33,13
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,35-39,1,,,25,9
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,40-44,,1,,13,9
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,45-49,3,1,,24,3
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,50-54,,,,14,4
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,55-59,,1,,13,6
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,60-64,,,,11,7
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,65-69,1,,,9,4
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,70-74,,,,12,3
TANDO MUHAMMAD KHAN DISTRICT,Rural,Female,75 AND ABOVE,3,,,14,10
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,10-14,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,15-19,,1,,,1
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,20-24,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,25-29,1,1,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,30-34,,,,1,1
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,35-39,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,40-44,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,45-49,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,50-54,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,55-59,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,60-64,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,65-69,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,70-74,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Rural,Transgender,75 AND ABOVE,,,,,1
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,10-14,7,2,24,11,25
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,15-19,10,7,4,17,21
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,20-24,9,7,2,14,17
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,25-29,9,5,2,11,17
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,30-34,6,6,,9,14
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,35-39,9,5,,7,10
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,40-44,7,4,,6,12
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,45-49,6,1,,6,7
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,50-54,1,1,,3,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,55-59,1,,,1,6
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,60-64,5,1,,1,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,65-69,3,,,2,4
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,70-74,3,1,,2,2
TANDO MUHAMMAD KHAN DISTRICT,Urban,Overall,75 AND ABOVE,2,,,4,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,10-14,5,1,15,5,15
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,15-19,6,7,2,9,16
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,20-24,8,5,,7,11
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,25-29,3,5,1,2,14
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,30-34,5,5,,,11
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,35-39,7,5,,1,7
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,40-44,6,2,,2,7
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,45-49,5,1,,2,4
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,50-54,1,1,,,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,55-59,1,,,,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,60-64,3,1,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,65-69,2,,,,3
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,70-74,3,1,,1,2
TANDO MUHAMMAD KHAN DISTRICT,Urban,Male,75 AND ABOVE,2,,,1,4
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,10-14,2,1,9,6,10
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,15-19,4,,2,8,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,20-24,1,1,2,7,6
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,25-29,4,,1,9,3
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,30-34,1,1,,9,3
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,35-39,2,,,6,3
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,40-44,1,2,,4,5
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,45-49,1,,,4,3
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,50-54,,,,3,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,55-59,,,,1,1
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,60-64,2,,,1,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,65-69,1,,,2,1
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,70-74,,,,1,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Female,75 AND ABOVE,,,,3,1
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,10-14,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,15-19,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,20-24,,1,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,25-29,2,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,30-34,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,35-39,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,40-44,,,,,
TANDO MUHAMMAD KHAN DISTRICT,Urban,Transgender,45-49,,,,,
