district,localities,material,location,owned,rented,rentfree
JHANG DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,240780,3371,12314
JHANG DISTRICT,Rural,Unbaked Bricks / Mud,Wall,55483,597,10507
JHANG DISTRICT,Rural,Wood / Bamboo,Wall,1718,84,528
JHANG DISTRICT,Rural,Others,Wall,5484,93,1040
JHANG DISTRICT,Rural,Rcc / Rbc,Roof,4362,282,330
JHANG DISTRICT,Rural,Cement / Iron Sheets,Roof,3661,61,217
JHANG DISTRICT,Rural,Garder / T.Iron,Roof,253541,3021,13620
JHANG DISTRICT,Rural,Wood / Bamboo,Roof,36710,677,8918
JHANG DISTRICT,Rural,Others,Roof,5191,104,1304
JHANG DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,74959,11712,3476
JHANG DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2415,222,408
JHANG DISTRICT,Urban,Wood / Bamboo,Wall,236,33,81
JHANG DISTRICT,Urban,Others,Wall,1001,142,161
JHANG DISTRICT,Urban,Rcc / Rbc,Roof,11258,3337,546
JHANG DISTRICT,Urban,Cement / Iron Sheets,Roof,1008,274,117
JHANG DISTRICT,Urban,Garder / T.Iron,Roof,55802,6936,2409
JHANG DISTRICT,Urban,Wood / Bamboo,Roof,9607,1405,928
JHANG DISTRICT,Urban,Others,Roof,936,157,126
JHELUM DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,126617,5847,4809
JHELUM DISTRICT,Rural,Unbaked Bricks / Mud,Wall,4915,268,363
JHELUM DISTRICT,Rural,Wood / Bamboo,Wall,855,148,178
JHELUM DISTRICT,Rural,Others,Wall,1070,87,217
JHELUM DISTRICT,Rural,Rcc / Rbc,Roof,35628,3120,1623
JHELUM DISTRICT,Rural,Cement / Iron Sheets,Roof,7208,695,488
JHELUM DISTRICT,Rural,Garder / T.Iron,Roof,64020,1721,1971
JHELUM DISTRICT,Rural,Wood / Bamboo,Roof,25386,698,1221
JHELUM DISTRICT,Rural,Others,Roof,1215,116,264
JHELUM DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,38237,14035,3298
JHELUM DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1256,511,86
JHELUM DISTRICT,Urban,Wood / Bamboo,Wall,227,70,75
JHELUM DISTRICT,Urban,Others,Wall,324,92,69
JHELUM DISTRICT,Urban,Rcc / Rbc,Roof,26843,10170,2495
JHELUM DISTRICT,Urban,Cement / Iron Sheets,Roof,2848,1974,306
JHELUM DISTRICT,Urban,Garder / T.Iron,Roof,5413,1605,371
JHELUM DISTRICT,Urban,Wood / Bamboo,Roof,4562,838,300
JHELUM DISTRICT,Urban,Others,Roof,378,121,56
KACHHI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,900,25,165
KACHHI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,20207,168,7963
KACHHI DISTRICT,Rural,Wood / Bamboo,Wall,2440,18,1066
KACHHI DISTRICT,Rural,Others,Wall,786,7,500
KACHHI DISTRICT,Rural,Rcc / Rbc,Roof,67,2,28
KACHHI DISTRICT,Rural,Cement / Iron Sheets,Roof,189,16,77
KACHHI DISTRICT,Rural,Garder / T.Iron,Roof,2262,18,494
KACHHI DISTRICT,Rural,Wood / Bamboo,Roof,21059,176,8576
KACHHI DISTRICT,Rural,Others,Roof,756,6,519
KACHHI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1971,351,78
KACHHI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3518,296,75
KACHHI DISTRICT,Urban,Wood / Bamboo,Wall,220,10,21
KACHHI DISTRICT,Urban,Others,Wall,93,8,10
KACHHI DISTRICT,Urban,Rcc / Rbc,Roof,130,30,40
KACHHI DISTRICT,Urban,Cement / Iron Sheets,Roof,378,172,8
KACHHI DISTRICT,Urban,Garder / T.Iron,Roof,2581,233,48
KACHHI DISTRICT,Urban,Wood / Bamboo,Roof,2590,218,69
KACHHI DISTRICT,Urban,Others,Roof,123,12,19
KALAT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,800,16,70
KALAT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,35875,189,2389
KALAT DISTRICT,Rural,Wood / Bamboo,Wall,2886,16,159
KALAT DISTRICT,Rural,Others,Wall,2431,8,213
KALAT DISTRICT,Rural,Rcc / Rbc,Roof,182,4,24
KALAT DISTRICT,Rural,Cement / Iron Sheets,Roof,667,5,29
KALAT DISTRICT,Rural,Garder / T.Iron,Roof,2539,27,60
KALAT DISTRICT,Rural,Wood / Bamboo,Roof,36315,184,2524
KALAT DISTRICT,Rural,Others,Roof,2289,9,194
KALAT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1247,101,46
KALAT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5795,422,167
KALAT DISTRICT,Urban,Wood / Bamboo,Wall,1118,62,18
KALAT DISTRICT,Urban,Others,Wall,424,78,12
KALAT DISTRICT,Urban,Rcc / Rbc,Roof,606,60,27
KALAT DISTRICT,Urban,Cement / Iron Sheets,Roof,740,87,64
KALAT DISTRICT,Urban,Garder / T.Iron,Roof,1798,106,22
KALAT DISTRICT,Urban,Wood / Bamboo,Roof,5132,379,120
KALAT DISTRICT,Urban,Others,Roof,308,31,10
KAMBAR SHAHDAD KOT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,51785,281,1368
KAMBAR SHAHDAD KOT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,64095,524,4238
KAMBAR SHAHDAD KOT DISTRICT,Rural,Wood / Bamboo,Wall,20102,211,2729
KAMBAR SHAHDAD KOT DISTRICT,Rural,Others,Wall,5212,61,740
KAMBAR SHAHDAD KOT DISTRICT,Rural,Rcc / Rbc,Roof,1524,15,57
KAMBAR SHAHDAD KOT DISTRICT,Rural,Cement / Iron Sheets,Roof,3457,21,112
KAMBAR SHAHDAD KOT DISTRICT,Rural,Garder / T.Iron,Roof,40150,238,952
KAMBAR SHAHDAD KOT DISTRICT,Rural,Wood / Bamboo,Roof,91644,725,7349
KAMBAR SHAHDAD KOT DISTRICT,Rural,Others,Roof,4419,78,605
KAMBAR SHAHDAD KOT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,43541,3650,1082
KAMBAR SHAHDAD KOT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,10740,745,1210
KAMBAR SHAHDAD KOT DISTRICT,Urban,Wood / Bamboo,Wall,3348,263,454
KAMBAR SHAHDAD KOT DISTRICT,Urban,Others,Wall,1296,87,323
KAMBAR SHAHDAD KOT DISTRICT,Urban,Rcc / Rbc,Roof,2289,136,65
KAMBAR SHAHDAD KOT DISTRICT,Urban,Cement / Iron Sheets,Roof,2074,76,33
KAMBAR SHAHDAD KOT DISTRICT,Urban,Garder / T.Iron,Roof,35234,2717,578
KAMBAR SHAHDAD KOT DISTRICT,Urban,Wood / Bamboo,Roof,18339,1726,2080
KAMBAR SHAHDAD KOT DISTRICT,Urban,Others,Roof,989,90,313
KARACHI CENTRAL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,,,
KARACHI CENTRAL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,,,
KARACHI CENTRAL DISTRICT,Rural,Wood / Bamboo,Wall,,,
KARACHI CENTRAL DISTRICT,Rural,Others,Wall,,,
KARACHI CENTRAL DISTRICT,Rural,Rcc / Rbc,Roof,,,
KARACHI CENTRAL DISTRICT,Rural,Cement / Iron Sheets,Roof,,,
KARACHI CENTRAL DISTRICT,Rural,Garder / T.Iron,Roof,,,
KARACHI CENTRAL DISTRICT,Rural,Wood / Bamboo,Roof,,,
KARACHI CENTRAL DISTRICT,Rural,Others,Roof,,,
KARACHI CENTRAL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,304457,184731,31909
KARACHI CENTRAL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,4002,3074,420
KARACHI CENTRAL DISTRICT,Urban,Wood / Bamboo,Wall,573,387,229
KARACHI CENTRAL DISTRICT,Urban,Others,Wall,2419,1568,423
KARACHI CENTRAL DISTRICT,Urban,Rcc / Rbc,Roof,246547,145720,27197
KARACHI CENTRAL DISTRICT,Urban,Cement / Iron Sheets,Roof,33058,26392,2755
KARACHI CENTRAL DISTRICT,Urban,Garder / T.Iron,Roof,28336,15374,2269
KARACHI CENTRAL DISTRICT,Urban,Wood / Bamboo,Roof,770,526,302
KARACHI CENTRAL DISTRICT,Urban,Others,Roof,2740,1748,458
KARACHI EAST DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,,,
KARACHI EAST DISTRICT,Rural,Unbaked Bricks / Mud,Wall,,,
KARACHI EAST DISTRICT,Rural,Wood / Bamboo,Wall,,,
KARACHI EAST DISTRICT,Rural,Others,Wall,,,
KARACHI EAST DISTRICT,Rural,Rcc / Rbc,Roof,,,
KARACHI EAST DISTRICT,Rural,Cement / Iron Sheets,Roof,,,
KARACHI EAST DISTRICT,Rural,Garder / T.Iron,Roof,,,
KARACHI EAST DISTRICT,Rural,Wood / Bamboo,Roof,,,
KARACHI EAST DISTRICT,Rural,Others,Roof,,,
KARACHI EAST DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,281190,171568,22023
KARACHI EAST DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5392,3942,475
KARACHI EAST DISTRICT,Urban,Wood / Bamboo,Wall,1323,1508,3268
KARACHI EAST DISTRICT,Urban,Others,Wall,4157,2630,707
KARACHI EAST DISTRICT,Urban,Rcc / Rbc,Roof,219476,126385,17967
KARACHI EAST DISTRICT,Urban,Cement / Iron Sheets,Roof,28667,25329,2003
KARACHI EAST DISTRICT,Urban,Garder / T.Iron,Roof,36731,22621,2169
KARACHI EAST DISTRICT,Urban,Wood / Bamboo,Roof,2508,2183,3566
KARACHI EAST DISTRICT,Urban,Others,Roof,4680,3130,768
KARACHI SOUTH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,,,
KARACHI SOUTH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,,,
KARACHI SOUTH DISTRICT,Rural,Wood / Bamboo,Wall,,,
KARACHI SOUTH DISTRICT,Rural,Others,Wall,,,
KARACHI SOUTH DISTRICT,Rural,Rcc / Rbc,Roof,,,
KARACHI SOUTH DISTRICT,Rural,Cement / Iron Sheets,Roof,,,
KARACHI SOUTH DISTRICT,Rural,Garder / T.Iron,Roof,,,
KARACHI SOUTH DISTRICT,Rural,Wood / Bamboo,Roof,,,
KARACHI SOUTH DISTRICT,Rural,Others,Roof,,,
KARACHI SOUTH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,173680,122505,12689
KARACHI SOUTH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3059,2423,211
KARACHI SOUTH DISTRICT,Urban,Wood / Bamboo,Wall,208,113,79
KARACHI SOUTH DISTRICT,Urban,Others,Wall,2315,1383,267
KARACHI SOUTH DISTRICT,Urban,Rcc / Rbc,Roof,148678,104011,10661
KARACHI SOUTH DISTRICT,Urban,Cement / Iron Sheets,Roof,10953,11611,1270
KARACHI SOUTH DISTRICT,Urban,Garder / T.Iron,Roof,16359,8798,858
KARACHI SOUTH DISTRICT,Urban,Wood / Bamboo,Roof,692,423,177
KARACHI SOUTH DISTRICT,Urban,Others,Roof,2580,1581,280
KARACHI WEST DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,27031,10513,1534
KARACHI WEST DISTRICT,Rural,Unbaked Bricks / Mud,Wall,1295,381,41
KARACHI WEST DISTRICT,Rural,Wood / Bamboo,Wall,1311,95,409
KARACHI WEST DISTRICT,Rural,Others,Wall,444,134,94
KARACHI WEST DISTRICT,Rural,Rcc / Rbc,Roof,7639,3819,619
KARACHI WEST DISTRICT,Rural,Cement / Iron Sheets,Roof,11110,3769,488
KARACHI WEST DISTRICT,Rural,Garder / T.Iron,Roof,9023,3274,440
KARACHI WEST DISTRICT,Rural,Wood / Bamboo,Roof,1763,99,436
KARACHI WEST DISTRICT,Rural,Others,Roof,546,162,95
KARACHI WEST DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,340663,186485,26675
KARACHI WEST DISTRICT,Urban,Unbaked Bricks / Mud,Wall,11812,5512,522
KARACHI WEST DISTRICT,Urban,Wood / Bamboo,Wall,1344,411,353
KARACHI WEST DISTRICT,Urban,Others,Wall,4276,2138,338
KARACHI WEST DISTRICT,Urban,Rcc / Rbc,Roof,153648,85974,14122
KARACHI WEST DISTRICT,Urban,Cement / Iron Sheets,Roof,114501,71584,8373
KARACHI WEST DISTRICT,Urban,Garder / T.Iron,Roof,81029,33178,4446
KARACHI WEST DISTRICT,Urban,Wood / Bamboo,Roof,2861,660,495
KARACHI WEST DISTRICT,Urban,Others,Roof,6056,3150,452
KARAK DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,45515,971,379
KARAK DISTRICT,Rural,Unbaked Bricks / Mud,Wall,15350,187,162
KARAK DISTRICT,Rural,Wood / Bamboo,Wall,2160,19,16
KARAK DISTRICT,Rural,Others,Wall,2110,31,20
KARAK DISTRICT,Rural,Rcc / Rbc,Roof,1194,44,35
KARAK DISTRICT,Rural,Cement / Iron Sheets,Roof,1367,22,9
KARAK DISTRICT,Rural,Garder / T.Iron,Roof,46923,960,330
KARAK DISTRICT,Rural,Wood / Bamboo,Roof,13225,148,179
KARAK DISTRICT,Rural,Others,Roof,2426,34,24
KARAK DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,3966,688,38
KARAK DISTRICT,Urban,Unbaked Bricks / Mud,Wall,386,110,3
KARAK DISTRICT,Urban,Wood / Bamboo,Wall,17,5,1
KARAK DISTRICT,Urban,Others,Wall,55,13,5
KARAK DISTRICT,Urban,Rcc / Rbc,Roof,292,113,17
KARAK DISTRICT,Urban,Cement / Iron Sheets,Roof,102,9,
KARAK DISTRICT,Urban,Garder / T.Iron,Roof,3845,660,20
KARAK DISTRICT,Urban,Wood / Bamboo,Roof,128,21,5
KARAK DISTRICT,Urban,Others,Roof,57,13,5
KASHMORE DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,38897,331,1457
KASHMORE DISTRICT,Rural,Unbaked Bricks / Mud,Wall,41018,899,7353
KASHMORE DISTRICT,Rural,Wood / Bamboo,Wall,36861,933,6966
KASHMORE DISTRICT,Rural,Others,Wall,3589,127,801
KASHMORE DISTRICT,Rural,Rcc / Rbc,Roof,1755,50,200
KASHMORE DISTRICT,Rural,Cement / Iron Sheets,Roof,4347,71,201
KASHMORE DISTRICT,Rural,Garder / T.Iron,Roof,35486,264,1324
KASHMORE DISTRICT,Rural,Wood / Bamboo,Roof,74999,1800,14136
KASHMORE DISTRICT,Rural,Others,Roof,3778,105,716
KASHMORE DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,24988,6970,1308
KASHMORE DISTRICT,Urban,Unbaked Bricks / Mud,Wall,4384,684,1334
KASHMORE DISTRICT,Urban,Wood / Bamboo,Wall,2487,310,703
KASHMORE DISTRICT,Urban,Others,Wall,317,64,165
KASHMORE DISTRICT,Urban,Rcc / Rbc,Roof,1170,2202,77
KASHMORE DISTRICT,Urban,Cement / Iron Sheets,Roof,1176,484,128
KASHMORE DISTRICT,Urban,Garder / T.Iron,Roof,22713,4410,1129
KASHMORE DISTRICT,Urban,Wood / Bamboo,Roof,6871,864,1977
KASHMORE DISTRICT,Urban,Others,Roof,246,68,199
KASUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,315344,9693,19787
KASUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,25174,643,4583
KASUR DISTRICT,Rural,Wood / Bamboo,Wall,2685,86,756
KASUR DISTRICT,Rural,Others,Wall,2223,91,504
KASUR DISTRICT,Rural,Rcc / Rbc,Roof,42781,2042,2917
KASUR DISTRICT,Rural,Cement / Iron Sheets,Roof,7950,326,687
KASUR DISTRICT,Rural,Garder / T.Iron,Roof,229767,5964,9742
KASUR DISTRICT,Rural,Wood / Bamboo,Roof,61411,2042,11464
KASUR DISTRICT,Rural,Others,Roof,3517,139,820
KASUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,111817,17269,3228
KASUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3769,671,139
KASUR DISTRICT,Urban,Wood / Bamboo,Wall,772,131,133
KASUR DISTRICT,Urban,Others,Wall,549,62,109
KASUR DISTRICT,Urban,Rcc / Rbc,Roof,55650,8269,1450
KASUR DISTRICT,Urban,Cement / Iron Sheets,Roof,6480,949,107
KASUR DISTRICT,Urban,Garder / T.Iron,Roof,38519,6197,1129
KASUR DISTRICT,Urban,Wood / Bamboo,Roof,15185,2552,781
KASUR DISTRICT,Urban,Others,Roof,1073,166,142
KECH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,13674,238,74
KECH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,45079,586,213
KECH DISTRICT,Rural,Wood / Bamboo,Wall,25653,351,190
KECH DISTRICT,Rural,Others,Wall,4317,142,128
KECH DISTRICT,Rural,Rcc / Rbc,Roof,4850,84,17
KECH DISTRICT,Rural,Cement / Iron Sheets,Roof,3618,448,60
KECH DISTRICT,Rural,Garder / T.Iron,Roof,21560,209,100
KECH DISTRICT,Rural,Wood / Bamboo,Roof,55782,496,368
KECH DISTRICT,Rural,Others,Roof,2913,80,60
KECH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,13937,557,197
KECH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,21503,363,156
KECH DISTRICT,Urban,Wood / Bamboo,Wall,8333,126,90
KECH DISTRICT,Urban,Others,Wall,1055,23,67
KECH DISTRICT,Urban,Rcc / Rbc,Roof,3779,263,95
KECH DISTRICT,Urban,Cement / Iron Sheets,Roof,3675,156,83
KECH DISTRICT,Urban,Garder / T.Iron,Roof,17698,377,134
KECH DISTRICT,Urban,Wood / Bamboo,Roof,19142,246,133
KECH DISTRICT,Urban,Others,Roof,534,27,65
KHAIRPUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,90415,980,1577
KHAIRPUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,121020,759,4934
KHAIRPUR DISTRICT,Rural,Wood / Bamboo,Wall,43461,463,5526
KHAIRPUR DISTRICT,Rural,Others,Wall,5103,99,1059
KHAIRPUR DISTRICT,Rural,Rcc / Rbc,Roof,2104,451,122
KHAIRPUR DISTRICT,Rural,Cement / Iron Sheets,Roof,5956,39,100
KHAIRPUR DISTRICT,Rural,Garder / T.Iron,Roof,121541,681,1909
KHAIRPUR DISTRICT,Rural,Wood / Bamboo,Roof,124526,1043,9789
KHAIRPUR DISTRICT,Rural,Others,Roof,5872,87,1176
KHAIRPUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,70683,7675,2271
KHAIRPUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,33439,1688,2473
KHAIRPUR DISTRICT,Urban,Wood / Bamboo,Wall,8737,277,1463
KHAIRPUR DISTRICT,Urban,Others,Wall,1110,71,443
KHAIRPUR DISTRICT,Urban,Rcc / Rbc,Roof,4258,990,282
KHAIRPUR DISTRICT,Urban,Cement / Iron Sheets,Roof,4143,421,106
KHAIRPUR DISTRICT,Urban,Garder / T.Iron,Roof,71766,6816,2259
KHAIRPUR DISTRICT,Urban,Wood / Bamboo,Roof,32823,1406,3554
KHAIRPUR DISTRICT,Urban,Others,Roof,979,78,449
KHANEWAL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,269314,4478,12821
KHANEWAL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,61139,865,14109
KHANEWAL DISTRICT,Rural,Wood / Bamboo,Wall,3245,84,984
KHANEWAL DISTRICT,Rural,Others,Wall,3809,67,707
KHANEWAL DISTRICT,Rural,Rcc / Rbc,Roof,7701,551,900
KHANEWAL DISTRICT,Rural,Cement / Iron Sheets,Roof,4786,133,454
KHANEWAL DISTRICT,Rural,Garder / T.Iron,Roof,282383,3967,14147
KHANEWAL DISTRICT,Rural,Wood / Bamboo,Roof,38751,792,12201
KHANEWAL DISTRICT,Rural,Others,Roof,3886,51,919
KHANEWAL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,74497,11921,2473
KHANEWAL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2913,277,474
KHANEWAL DISTRICT,Urban,Wood / Bamboo,Wall,565,28,119
KHANEWAL DISTRICT,Urban,Others,Wall,855,113,180
KHANEWAL DISTRICT,Urban,Rcc / Rbc,Roof,18311,3790,651
KHANEWAL DISTRICT,Urban,Cement / Iron Sheets,Roof,1926,495,160
KHANEWAL DISTRICT,Urban,Garder / T.Iron,Roof,52132,7291,1544
KHANEWAL DISTRICT,Urban,Wood / Bamboo,Roof,5530,624,708
KHANEWAL DISTRICT,Urban,Others,Roof,931,139,183
KHARAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1787,1,21
KHARAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,14018,28,794
KHARAN DISTRICT,Rural,Wood / Bamboo,Wall,1008,,43
KHARAN DISTRICT,Rural,Others,Wall,443,3,41
KHARAN DISTRICT,Rural,Rcc / Rbc,Roof,33,1,3
KHARAN DISTRICT,Rural,Cement / Iron Sheets,Roof,126,1,6
KHARAN DISTRICT,Rural,Garder / T.Iron,Roof,578,,5
KHARAN DISTRICT,Rural,Wood / Bamboo,Roof,15309,26,806
KHARAN DISTRICT,Rural,Others,Roof,1210,4,79
KHARAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,566,25,62
KHARAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,4716,138,100
KHARAN DISTRICT,Urban,Wood / Bamboo,Wall,474,13,14
KHARAN DISTRICT,Urban,Others,Wall,108,5,5
KHARAN DISTRICT,Urban,Rcc / Rbc,Roof,149,6,61
KHARAN DISTRICT,Urban,Cement / Iron Sheets,Roof,146,6,4
KHARAN DISTRICT,Urban,Garder / T.Iron,Roof,578,17,16
KHARAN DISTRICT,Urban,Wood / Bamboo,Roof,4879,150,94
KHARAN DISTRICT,Urban,Others,Roof,112,2,6
KHUSHAB DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,123147,1966,6590
KHUSHAB DISTRICT,Rural,Unbaked Bricks / Mud,Wall,13814,90,1298
KHUSHAB DISTRICT,Rural,Wood / Bamboo,Wall,1964,31,281
KHUSHAB DISTRICT,Rural,Others,Wall,1839,35,420
KHUSHAB DISTRICT,Rural,Rcc / Rbc,Roof,3919,1059,816
KHUSHAB DISTRICT,Rural,Cement / Iron Sheets,Roof,3235,54,214
KHUSHAB DISTRICT,Rural,Garder / T.Iron,Roof,88233,701,3464
KHUSHAB DISTRICT,Rural,Wood / Bamboo,Roof,41562,272,3571
KHUSHAB DISTRICT,Rural,Others,Roof,3815,36,524
KHUSHAB DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,47498,5456,1930
KHUSHAB DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1815,222,220
KHUSHAB DISTRICT,Urban,Wood / Bamboo,Wall,334,32,72
KHUSHAB DISTRICT,Urban,Others,Wall,299,30,83
KHUSHAB DISTRICT,Urban,Rcc / Rbc,Roof,5408,1184,560
KHUSHAB DISTRICT,Urban,Cement / Iron Sheets,Roof,1407,243,70
KHUSHAB DISTRICT,Urban,Garder / T.Iron,Roof,27775,2846,803
KHUSHAB DISTRICT,Urban,Wood / Bamboo,Roof,13949,1361,740
KHUSHAB DISTRICT,Urban,Others,Roof,1407,106,132
KHUZDAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,4575,34,102
KHUZDAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,55291,241,1779
KHUZDAR DISTRICT,Rural,Wood / Bamboo,Wall,9494,85,373
KHUZDAR DISTRICT,Rural,Others,Wall,8225,30,387
KHUZDAR DISTRICT,Rural,Rcc / Rbc,Roof,345,5,20
KHUZDAR DISTRICT,Rural,Cement / Iron Sheets,Roof,834,18,34
KHUZDAR DISTRICT,Rural,Garder / T.Iron,Roof,5913,25,81
KHUZDAR DISTRICT,Rural,Wood / Bamboo,Roof,61665,303,1859
KHUZDAR DISTRICT,Rural,Others,Roof,8828,39,647
KHUZDAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,5552,1667,494
KHUZDAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,21830,1391,1725
KHUZDAR DISTRICT,Urban,Wood / Bamboo,Wall,3296,282,77
KHUZDAR DISTRICT,Urban,Others,Wall,1472,87,109
KHUZDAR DISTRICT,Urban,Rcc / Rbc,Roof,2826,1361,288
KHUZDAR DISTRICT,Urban,Cement / Iron Sheets,Roof,1788,312,42
KHUZDAR DISTRICT,Urban,Garder / T.Iron,Roof,9607,717,187
KHUZDAR DISTRICT,Urban,Wood / Bamboo,Roof,16847,957,1742
KHUZDAR DISTRICT,Urban,Others,Roof,1082,80,146
KHYBER AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,41706,1381,2171
KHYBER AGENCY,Rural,Unbaked Bricks / Mud,Wall,40577,1961,1813
KHYBER AGENCY,Rural,Wood / Bamboo,Wall,3748,166,213
KHYBER AGENCY,Rural,Others,Wall,5442,339,371
KHYBER AGENCY,Rural,Rcc / Rbc,Roof,3841,352,279
KHYBER AGENCY,Rural,Cement / Iron Sheets,Roof,1920,240,86
KHYBER AGENCY,Rural,Garder / T.Iron,Roof,31266,941,1101
KHYBER AGENCY,Rural,Wood / Bamboo,Roof,49612,1996,2738
KHYBER AGENCY,Rural,Others,Roof,4834,318,364
KHYBER AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,3660,368,100
KHYBER AGENCY,Urban,Unbaked Bricks / Mud,Wall,5171,1216,264
KHYBER AGENCY,Urban,Wood / Bamboo,Wall,311,199,69
KHYBER AGENCY,Urban,Others,Wall,353,96,20
KHYBER AGENCY,Urban,Rcc / Rbc,Roof,1962,239,65
KHYBER AGENCY,Urban,Cement / Iron Sheets,Roof,551,59,22
KHYBER AGENCY,Urban,Garder / T.Iron,Roof,3567,437,61
KHYBER AGENCY,Urban,Wood / Bamboo,Roof,3088,1050,288
KHYBER AGENCY,Urban,Others,Roof,327,94,17
KILLA ABDULLAH DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,4499,95,74
KILLA ABDULLAH DISTRICT,Rural,Unbaked Bricks / Mud,Wall,59263,764,1411
KILLA ABDULLAH DISTRICT,Rural,Wood / Bamboo,Wall,7900,199,531
KILLA ABDULLAH DISTRICT,Rural,Others,Wall,2640,72,192
KILLA ABDULLAH DISTRICT,Rural,Rcc / Rbc,Roof,984,29,21
KILLA ABDULLAH DISTRICT,Rural,Cement / Iron Sheets,Roof,1703,58,46
KILLA ABDULLAH DISTRICT,Rural,Garder / T.Iron,Roof,21976,337,167
KILLA ABDULLAH DISTRICT,Rural,Wood / Bamboo,Roof,46960,638,1746
KILLA ABDULLAH DISTRICT,Rural,Others,Roof,2679,68,228
KILLA ABDULLAH DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,3985,504,181
KILLA ABDULLAH DISTRICT,Urban,Unbaked Bricks / Mud,Wall,9832,1224,476
KILLA ABDULLAH DISTRICT,Urban,Wood / Bamboo,Wall,2024,140,52
KILLA ABDULLAH DISTRICT,Urban,Others,Wall,549,34,23
KILLA ABDULLAH DISTRICT,Urban,Rcc / Rbc,Roof,1204,205,92
KILLA ABDULLAH DISTRICT,Urban,Cement / Iron Sheets,Roof,484,62,57
KILLA ABDULLAH DISTRICT,Urban,Garder / T.Iron,Roof,8038,587,128
KILLA ABDULLAH DISTRICT,Urban,Wood / Bamboo,Roof,6447,982,422
KILLA ABDULLAH DISTRICT,Urban,Others,Roof,217,66,33
