district,localities,material,location,owned,rented,rentfree
QUETTA DISTRICT,Rural,Wood / Bamboo,Roof,20267,7164,3360
QUETTA DISTRICT,Rural,Others,Roof,4491,1306,962
QUETTA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,51686,33016,3275
QUETTA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,17874,12772,1029
QUETTA DISTRICT,Urban,Wood / Bamboo,Wall,1322,1495,372
QUETTA DISTRICT,Urban,Others,Wall,1480,906,251
QUETTA DISTRICT,Urban,Rcc / Rbc,Roof,30856,22750,2427
QUETTA DISTRICT,Urban,Cement / Iron Sheets,Roof,3403,4451,358
QUETTA DISTRICT,Urban,Garder / T.Iron,Roof,30373,12156,911
QUETTA DISTRICT,Urban,Wood / Bamboo,Roof,6143,7836,966
QUETTA DISTRICT,Urban,Others,Roof,1587,996,265
RAHIM YAR KHAN DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,329814,6808,17713
RAHIM YAR KHAN DISTRICT,Rural,Unbaked Bricks / Mud,Wall,141014,968,15194
RAHIM YAR KHAN DISTRICT,Rural,Wood / Bamboo,Wall,10325,127,3620
RAHIM YAR KHAN DISTRICT,Rural,Others,Wall,9264,99,1731
RAHIM YAR KHAN DISTRICT,Rural,Rcc / Rbc,Roof,8268,1537,935
RAHIM YAR KHAN DISTRICT,Rural,Cement / Iron Sheets,Roof,7103,131,562
RAHIM YAR KHAN DISTRICT,Rural,Garder / T.Iron,Roof,410893,5632,20563
RAHIM YAR KHAN DISTRICT,Rural,Wood / Bamboo,Roof,56322,609,14561
RAHIM YAR KHAN DISTRICT,Rural,Others,Roof,7831,93,1637
RAHIM YAR KHAN DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,121743,26457,5725
RAHIM YAR KHAN DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5271,787,666
RAHIM YAR KHAN DISTRICT,Urban,Wood / Bamboo,Wall,468,104,317
RAHIM YAR KHAN DISTRICT,Urban,Others,Wall,1424,267,277
RAHIM YAR KHAN DISTRICT,Urban,Rcc / Rbc,Roof,30861,8010,1432
RAHIM YAR KHAN DISTRICT,Urban,Cement / Iron Sheets,Roof,2418,620,83
RAHIM YAR KHAN DISTRICT,Urban,Garder / T.Iron,Roof,90582,18029,4071
RAHIM YAR KHAN DISTRICT,Urban,Wood / Bamboo,Roof,3600,683,1106
RAHIM YAR KHAN DISTRICT,Urban,Others,Roof,1445,273,293
RAJANPUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,77640,1456,2837
RAJANPUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,100029,959,6150
RAJANPUR DISTRICT,Rural,Wood / Bamboo,Wall,13953,286,1573
RAJANPUR DISTRICT,Rural,Others,Wall,9001,93,1228
RAJANPUR DISTRICT,Rural,Rcc / Rbc,Roof,2383,81,187
RAJANPUR DISTRICT,Rural,Cement / Iron Sheets,Roof,2869,47,171
RAJANPUR DISTRICT,Rural,Garder / T.Iron,Roof,97535,1407,3206
RAJANPUR DISTRICT,Rural,Wood / Bamboo,Roof,88137,1153,6936
RAJANPUR DISTRICT,Rural,Others,Roof,9699,106,1288
RAJANPUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,33157,4876,1251
RAJANPUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,4896,395,302
RAJANPUR DISTRICT,Urban,Wood / Bamboo,Wall,349,29,104
RAJANPUR DISTRICT,Urban,Others,Wall,594,99,186
RAJANPUR DISTRICT,Urban,Rcc / Rbc,Roof,2864,642,143
RAJANPUR DISTRICT,Urban,Cement / Iron Sheets,Roof,497,56,18
RAJANPUR DISTRICT,Urban,Garder / T.Iron,Roof,29454,4014,1033
RAJANPUR DISTRICT,Urban,Wood / Bamboo,Roof,5530,586,459
RAJANPUR DISTRICT,Urban,Others,Roof,651,101,190
RAWALPINDI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,300339,57505,11997
RAWALPINDI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,12195,1411,1670
RAWALPINDI DISTRICT,Rural,Wood / Bamboo,Wall,1288,277,780
RAWALPINDI DISTRICT,Rural,Others,Wall,3594,956,587
RAWALPINDI DISTRICT,Rural,Rcc / Rbc,Roof,172403,49888,6455
RAWALPINDI DISTRICT,Rural,Cement / Iron Sheets,Roof,47081,5271,2205
RAWALPINDI DISTRICT,Rural,Garder / T.Iron,Roof,81396,3076,3340
RAWALPINDI DISTRICT,Rural,Wood / Bamboo,Roof,11453,929,2297
RAWALPINDI DISTRICT,Rural,Others,Roof,5083,985,737
RAWALPINDI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,258655,190037,21991
RAWALPINDI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,6762,2445,641
RAWALPINDI DISTRICT,Urban,Wood / Bamboo,Wall,480,510,372
RAWALPINDI DISTRICT,Urban,Others,Wall,3516,2373,515
RAWALPINDI DISTRICT,Urban,Rcc / Rbc,Roof,205354,161768,17825
RAWALPINDI DISTRICT,Urban,Cement / Iron Sheets,Roof,48508,25750,3465
RAWALPINDI DISTRICT,Urban,Garder / T.Iron,Roof,6798,2845,889
RAWALPINDI DISTRICT,Urban,Wood / Bamboo,Roof,4363,1613,744
RAWALPINDI DISTRICT,Urban,Others,Roof,4390,3389,596
SAHIWAL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,256451,7554,13660
SAHIWAL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,19224,524,5543
SAHIWAL DISTRICT,Rural,Wood / Bamboo,Wall,1591,74,515
SAHIWAL DISTRICT,Rural,Others,Wall,3306,93,794
SAHIWAL DISTRICT,Rural,Rcc / Rbc,Roof,8984,972,453
SAHIWAL DISTRICT,Rural,Cement / Iron Sheets,Roof,4127,251,223
SAHIWAL DISTRICT,Rural,Garder / T.Iron,Roof,239479,6020,12200
SAHIWAL DISTRICT,Rural,Wood / Bamboo,Roof,24063,879,6806
SAHIWAL DISTRICT,Rural,Others,Roof,3919,123,830
SAHIWAL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,60208,15536,3106
SAHIWAL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1564,460,230
SAHIWAL DISTRICT,Urban,Wood / Bamboo,Wall,151,69,116
SAHIWAL DISTRICT,Urban,Others,Wall,590,135,179
SAHIWAL DISTRICT,Urban,Rcc / Rbc,Roof,23248,6693,1084
SAHIWAL DISTRICT,Urban,Cement / Iron Sheets,Roof,2521,654,74
SAHIWAL DISTRICT,Urban,Garder / T.Iron,Roof,32575,7653,1568
SAHIWAL DISTRICT,Urban,Wood / Bamboo,Roof,3227,941,668
SAHIWAL DISTRICT,Urban,Others,Roof,942,259,237
SANGHAR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,86979,706,6145
SANGHAR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,52891,1039,23164
SANGHAR DISTRICT,Rural,Wood / Bamboo,Wall,56241,1142,32312
SANGHAR DISTRICT,Rural,Others,Wall,6025,209,4676
SANGHAR DISTRICT,Rural,Rcc / Rbc,Roof,3498,60,279
SANGHAR DISTRICT,Rural,Cement / Iron Sheets,Roof,5497,102,661
SANGHAR DISTRICT,Rural,Garder / T.Iron,Roof,76912,651,5522
SANGHAR DISTRICT,Rural,Wood / Bamboo,Roof,111140,2096,55637
SANGHAR DISTRICT,Rural,Others,Roof,5089,187,4198
SANGHAR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,65824,10405,4304
SANGHAR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,7132,622,1919
SANGHAR DISTRICT,Urban,Wood / Bamboo,Wall,4176,184,3141
SANGHAR DISTRICT,Urban,Others,Wall,1201,117,584
SANGHAR DISTRICT,Urban,Rcc / Rbc,Roof,18336,3743,1511
SANGHAR DISTRICT,Urban,Cement / Iron Sheets,Roof,1232,172,109
SANGHAR DISTRICT,Urban,Garder / T.Iron,Roof,43343,6305,2334
SANGHAR DISTRICT,Urban,Wood / Bamboo,Roof,14346,994,5529
SANGHAR DISTRICT,Urban,Others,Roof,1076,114,465
SARGODHA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,342600,7726,26387
SARGODHA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,23927,1268,5351
SARGODHA DISTRICT,Rural,Wood / Bamboo,Wall,3125,137,867
SARGODHA DISTRICT,Rural,Others,Wall,3168,116,1025
SARGODHA DISTRICT,Rural,Rcc / Rbc,Roof,16230,1546,1239
SARGODHA DISTRICT,Rural,Cement / Iron Sheets,Roof,7770,271,907
SARGODHA DISTRICT,Rural,Garder / T.Iron,Roof,211121,3811,11526
SARGODHA DISTRICT,Rural,Wood / Bamboo,Roof,132796,3487,18812
SARGODHA DISTRICT,Rural,Others,Roof,4903,132,1146
SARGODHA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,134621,26310,7956
SARGODHA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,3565,769,458
SARGODHA DISTRICT,Urban,Wood / Bamboo,Wall,947,188,171
SARGODHA DISTRICT,Urban,Others,Wall,959,164,239
SARGODHA DISTRICT,Urban,Rcc / Rbc,Roof,49178,12261,3226
SARGODHA DISTRICT,Urban,Cement / Iron Sheets,Roof,6463,1592,404
SARGODHA DISTRICT,Urban,Garder / T.Iron,Roof,48057,8429,2141
SARGODHA DISTRICT,Urban,Wood / Bamboo,Roof,35206,4945,2823
SARGODHA DISTRICT,Urban,Others,Roof,1188,204,230
SHAHEED BENAZIRABAD DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,68103,792,2255
SHAHEED BENAZIRABAD DISTRICT,Rural,Unbaked Bricks / Mud,Wall,80828,1023,13060
SHAHEED BENAZIRABAD DISTRICT,Rural,Wood / Bamboo,Wall,25307,681,9250
SHAHEED BENAZIRABAD DISTRICT,Rural,Others,Wall,5342,180,2967
SHAHEED BENAZIRABAD DISTRICT,Rural,Rcc / Rbc,Roof,2750,114,211
SHAHEED BENAZIRABAD DISTRICT,Rural,Cement / Iron Sheets,Roof,4251,67,223
SHAHEED BENAZIRABAD DISTRICT,Rural,Garder / T.Iron,Roof,77688,783,2567
SHAHEED BENAZIRABAD DISTRICT,Rural,Wood / Bamboo,Roof,88851,1558,21838
SHAHEED BENAZIRABAD DISTRICT,Rural,Others,Roof,6040,154,2693
SHAHEED BENAZIRABAD DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,54140,10791,2374
SHAHEED BENAZIRABAD DISTRICT,Urban,Unbaked Bricks / Mud,Wall,9844,1098,1459
SHAHEED BENAZIRABAD DISTRICT,Urban,Wood / Bamboo,Wall,2642,208,1129
SHAHEED BENAZIRABAD DISTRICT,Urban,Others,Wall,1041,168,699
SHAHEED BENAZIRABAD DISTRICT,Urban,Rcc / Rbc,Roof,12650,3359,749
SHAHEED BENAZIRABAD DISTRICT,Urban,Cement / Iron Sheets,Roof,3041,434,55
SHAHEED BENAZIRABAD DISTRICT,Urban,Garder / T.Iron,Roof,41317,7499,1675
SHAHEED BENAZIRABAD DISTRICT,Urban,Wood / Bamboo,Roof,9632,790,2515
SHAHEED BENAZIRABAD DISTRICT,Urban,Others,Roof,1027,183,667
SHANGLA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,50826,2174,2043
SHANGLA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,20631,984,1725
SHANGLA DISTRICT,Rural,Wood / Bamboo,Wall,6390,756,371
SHANGLA DISTRICT,Rural,Others,Wall,2033,336,117
SHANGLA DISTRICT,Rural,Rcc / Rbc,Roof,10857,579,153
SHANGLA DISTRICT,Rural,Cement / Iron Sheets,Roof,26512,605,664
SHANGLA DISTRICT,Rural,Garder / T.Iron,Roof,1365,93,53
SHANGLA DISTRICT,Rural,Wood / Bamboo,Roof,37889,2635,3183
SHANGLA DISTRICT,Rural,Others,Roof,3257,338,203
SHANGLA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,,,
SHANGLA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,,,
SHANGLA DISTRICT,Urban,Wood / Bamboo,Wall,,,
SHANGLA DISTRICT,Urban,Others,Wall,,,
SHANGLA DISTRICT,Urban,Rcc / Rbc,Roof,,,
SHANGLA DISTRICT,Urban,Cement / Iron Sheets,Roof,,,
SHANGLA DISTRICT,Urban,Garder / T.Iron,Roof,,,
SHANGLA DISTRICT,Urban,Wood / Bamboo,Roof,,,
SHANGLA DISTRICT,Urban,Others,Roof,,,
SHEIKHUPURA DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,276255,21702,14408
SHEIKHUPURA DISTRICT,Rural,Unbaked Bricks / Mud,Wall,11341,602,2309
SHEIKHUPURA DISTRICT,Rural,Wood / Bamboo,Wall,2045,160,343
SHEIKHUPURA DISTRICT,Rural,Others,Wall,3492,349,514
SHEIKHUPURA DISTRICT,Rural,Rcc / Rbc,Roof,87121,10973,4912
SHEIKHUPURA DISTRICT,Rural,Cement / Iron Sheets,Roof,13179,1569,981
SHEIKHUPURA DISTRICT,Rural,Garder / T.Iron,Roof,114804,5781,4273
SHEIKHUPURA DISTRICT,Rural,Wood / Bamboo,Roof,73031,4041,6769
SHEIKHUPURA DISTRICT,Rural,Others,Roof,4998,449,639
SHEIKHUPURA DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,143541,28523,5130
SHEIKHUPURA DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1946,468,112
SHEIKHUPURA DISTRICT,Urban,Wood / Bamboo,Wall,608,147,75
SHEIKHUPURA DISTRICT,Urban,Others,Wall,1604,313,208
SHEIKHUPURA DISTRICT,Urban,Rcc / Rbc,Roof,99897,19227,3396
SHEIKHUPURA DISTRICT,Urban,Cement / Iron Sheets,Roof,12558,2654,506
SHEIKHUPURA DISTRICT,Urban,Garder / T.Iron,Roof,17467,3916,620
SHEIKHUPURA DISTRICT,Urban,Wood / Bamboo,Roof,15785,3277,777
SHEIKHUPURA DISTRICT,Urban,Others,Roof,1992,377,226
SHERANI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,13311,50,126
SHERANI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,3913,42,69
SHERANI DISTRICT,Rural,Wood / Bamboo,Wall,1857,9,4
SHERANI DISTRICT,Rural,Others,Wall,914,5,7
SHERANI DISTRICT,Rural,Rcc / Rbc,Roof,153,3,2
SHERANI DISTRICT,Rural,Cement / Iron Sheets,Roof,159,1,1
SHERANI DISTRICT,Rural,Garder / T.Iron,Roof,2040,39,22
SHERANI DISTRICT,Rural,Wood / Bamboo,Roof,16476,56,170
SHERANI DISTRICT,Rural,Others,Roof,1167,7,11
SHERANI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,,,
SHERANI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,,,
SHERANI DISTRICT,Urban,Wood / Bamboo,Wall,,,
SHERANI DISTRICT,Urban,Others,Wall,,,
SHERANI DISTRICT,Urban,Rcc / Rbc,Roof,,,
SHERANI DISTRICT,Urban,Cement / Iron Sheets,Roof,,,
SHERANI DISTRICT,Urban,Garder / T.Iron,Roof,,,
SHERANI DISTRICT,Urban,Wood / Bamboo,Roof,,,
SHERANI DISTRICT,Urban,Others,Roof,,,
SHIKARPUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,37547,265,1412
SHIKARPUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,69977,505,6547
SHIKARPUR DISTRICT,Rural,Wood / Bamboo,Wall,24900,160,3351
SHIKARPUR DISTRICT,Rural,Others,Wall,6170,31,1228
SHIKARPUR DISTRICT,Rural,Rcc / Rbc,Roof,2072,104,121
SHIKARPUR DISTRICT,Rural,Cement / Iron Sheets,Roof,2849,29,132
SHIKARPUR DISTRICT,Rural,Garder / T.Iron,Roof,37952,245,880
SHIKARPUR DISTRICT,Rural,Wood / Bamboo,Roof,89843,543,10301
SHIKARPUR DISTRICT,Rural,Others,Roof,5878,40,1104
SHIKARPUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,29392,3590,1252
SHIKARPUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,10764,1209,456
SHIKARPUR DISTRICT,Urban,Wood / Bamboo,Wall,2602,235,271
SHIKARPUR DISTRICT,Urban,Others,Wall,428,34,40
SHIKARPUR DISTRICT,Urban,Rcc / Rbc,Roof,1065,402,62
SHIKARPUR DISTRICT,Urban,Cement / Iron Sheets,Roof,1962,186,84
SHIKARPUR DISTRICT,Urban,Garder / T.Iron,Roof,29764,3235,1194
SHIKARPUR DISTRICT,Urban,Wood / Bamboo,Roof,10010,1212,641
SHIKARPUR DISTRICT,Urban,Others,Roof,385,33,38
SIALKOT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,351129,23934,10195
SIALKOT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,7377,725,519
SIALKOT DISTRICT,Rural,Wood / Bamboo,Wall,1505,186,281
SIALKOT DISTRICT,Rural,Others,Wall,4028,335,419
SIALKOT DISTRICT,Rural,Rcc / Rbc,Roof,218524,15308,4305
SIALKOT DISTRICT,Rural,Cement / Iron Sheets,Roof,12616,1594,625
SIALKOT DISTRICT,Rural,Garder / T.Iron,Roof,56838,4374,1992
SIALKOT DISTRICT,Rural,Wood / Bamboo,Roof,70059,3478,3974
SIALKOT DISTRICT,Rural,Others,Roof,6002,426,518
SIALKOT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,129932,31264,5817
SIALKOT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1994,636,231
SIALKOT DISTRICT,Urban,Wood / Bamboo,Wall,412,209,253
SIALKOT DISTRICT,Urban,Others,Wall,1390,303,272
SIALKOT DISTRICT,Urban,Rcc / Rbc,Roof,109152,25306,4577
SIALKOT DISTRICT,Urban,Cement / Iron Sheets,Roof,8987,2498,368
SIALKOT DISTRICT,Urban,Garder / T.Iron,Roof,5028,1913,399
SIALKOT DISTRICT,Urban,Wood / Bamboo,Roof,9005,2359,956
SIALKOT DISTRICT,Urban,Others,Roof,1556,336,273
SIBI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,1376,162,195
SIBI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,11021,223,1999
SIBI DISTRICT,Rural,Wood / Bamboo,Wall,1529,19,565
SIBI DISTRICT,Rural,Others,Wall,687,14,625
SIBI DISTRICT,Rural,Rcc / Rbc,Roof,97,118,28
SIBI DISTRICT,Rural,Cement / Iron Sheets,Roof,123,6,23
SIBI DISTRICT,Rural,Garder / T.Iron,Roof,3034,50,294
SIBI DISTRICT,Rural,Wood / Bamboo,Roof,10704,227,2451
SIBI DISTRICT,Rural,Others,Roof,655,17,588
SIBI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,3075,1071,308
SIBI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,2889,866,189
SIBI DISTRICT,Urban,Wood / Bamboo,Wall,113,34,8
SIBI DISTRICT,Urban,Others,Wall,133,39,37
SIBI DISTRICT,Urban,Rcc / Rbc,Roof,310,256,77
SIBI DISTRICT,Urban,Cement / Iron Sheets,Roof,87,24,7
SIBI DISTRICT,Urban,Garder / T.Iron,Roof,3836,1026,255
SIBI DISTRICT,Urban,Wood / Bamboo,Roof,1846,655,195
SIBI DISTRICT,Urban,Others,Roof,131,49,8
SOHBATPUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,4051,81,964
SOHBATPUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,7297,67,5491
SOHBATPUR DISTRICT,Rural,Wood / Bamboo,Wall,3070,46,4842
SOHBATPUR DISTRICT,Rural,Others,Wall,1017,17,1047
SOHBATPUR DISTRICT,Rural,Rcc / Rbc,Roof,205,6,41
SOHBATPUR DISTRICT,Rural,Cement / Iron Sheets,Roof,561,3,193
SOHBATPUR DISTRICT,Rural,Garder / T.Iron,Roof,3715,40,572
SOHBATPUR DISTRICT,Rural,Wood / Bamboo,Roof,10150,149,10888
SOHBATPUR DISTRICT,Rural,Others,Roof,804,13,650
SOHBATPUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,1038,90,172
SOHBATPUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,280,18,280
SOHBATPUR DISTRICT,Urban,Wood / Bamboo,Wall,147,5,49
SOHBATPUR DISTRICT,Urban,Others,Wall,34,2,9
SOHBATPUR DISTRICT,Urban,Rcc / Rbc,Roof,23,2,1
SOHBATPUR DISTRICT,Urban,Cement / Iron Sheets,Roof,6,,3
SOHBATPUR DISTRICT,Urban,Garder / T.Iron,Roof,677,73,37
SOHBATPUR DISTRICT,Urban,Wood / Bamboo,Roof,782,38,457
SOHBATPUR DISTRICT,Urban,Others,Roof,11,2,12
SOUTH WAZIRISTAN AGENCY,Rural,Baked Bricks / Blocks / Stone,Wall,3980,200,143
SOUTH WAZIRISTAN AGENCY,Rural,Unbaked Bricks / Mud,Wall,61845,1369,874
SOUTH WAZIRISTAN AGENCY,Rural,Wood / Bamboo,Wall,5053,187,68
SOUTH WAZIRISTAN AGENCY,Rural,Others,Wall,5571,111,282
SOUTH WAZIRISTAN AGENCY,Rural,Rcc / Rbc,Roof,226,24,37
SOUTH WAZIRISTAN AGENCY,Rural,Cement / Iron Sheets,Roof,1230,92,40
SOUTH WAZIRISTAN AGENCY,Rural,Garder / T.Iron,Roof,8428,140,198
SOUTH WAZIRISTAN AGENCY,Rural,Wood / Bamboo,Roof,60635,1444,815
SOUTH WAZIRISTAN AGENCY,Rural,Others,Roof,5930,167,277
SOUTH WAZIRISTAN AGENCY,Urban,Baked Bricks / Blocks / Stone,Wall,,,
SOUTH WAZIRISTAN AGENCY,Urban,Unbaked Bricks / Mud,Wall,,,
SOUTH WAZIRISTAN AGENCY,Urban,Wood / Bamboo,Wall,,,
SOUTH WAZIRISTAN AGENCY,Urban,Others,Wall,,,
SOUTH WAZIRISTAN AGENCY,Urban,Rcc / Rbc,Roof,,,
SOUTH WAZIRISTAN AGENCY,Urban,Cement / Iron Sheets,Roof,,,
SOUTH WAZIRISTAN AGENCY,Urban,Garder / T.Iron,Roof,,,
SOUTH WAZIRISTAN AGENCY,Urban,Wood / Bamboo,Roof,,,
SOUTH WAZIRISTAN AGENCY,Urban,Others,Roof,,,
SUJAWAL DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,16031,290,174
SUJAWAL DISTRICT,Rural,Unbaked Bricks / Mud,Wall,21276,53,299
SUJAWAL DISTRICT,Rural,Wood / Bamboo,Wall,88912,222,3498
SUJAWAL DISTRICT,Rural,Others,Wall,4428,11,211
SUJAWAL DISTRICT,Rural,Rcc / Rbc,Roof,2740,184,80
SUJAWAL DISTRICT,Rural,Cement / Iron Sheets,Roof,3147,7,23
SUJAWAL DISTRICT,Rural,Garder / T.Iron,Roof,13097,111,116
SUJAWAL DISTRICT,Rural,Wood / Bamboo,Roof,109091,263,3746
SUJAWAL DISTRICT,Rural,Others,Roof,2572,11,217
SUJAWAL DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,9103,883,466
SUJAWAL DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1560,68,60
SUJAWAL DISTRICT,Urban,Wood / Bamboo,Wall,3555,76,408
SUJAWAL DISTRICT,Urban,Others,Wall,224,11,154
SUJAWAL DISTRICT,Urban,Rcc / Rbc,Roof,5540,540,323
SUJAWAL DISTRICT,Urban,Cement / Iron Sheets,Roof,635,56,28
SUJAWAL DISTRICT,Urban,Garder / T.Iron,Roof,3090,285,154
SUJAWAL DISTRICT,Urban,Wood / Bamboo,Roof,5002,145,436
SUJAWAL DISTRICT,Urban,Others,Roof,175,12,147
SUKKUR DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,47462,767,611
SUKKUR DISTRICT,Rural,Unbaked Bricks / Mud,Wall,49168,367,2166
SUKKUR DISTRICT,Rural,Wood / Bamboo,Wall,26415,210,2388
SUKKUR DISTRICT,Rural,Others,Wall,2685,28,612
SUKKUR DISTRICT,Rural,Rcc / Rbc,Roof,2067,160,99
SUKKUR DISTRICT,Rural,Cement / Iron Sheets,Roof,3920,52,83
SUKKUR DISTRICT,Rural,Garder / T.Iron,Roof,61121,701,801
SUKKUR DISTRICT,Rural,Wood / Bamboo,Roof,56596,431,4350
SUKKUR DISTRICT,Rural,Others,Roof,2026,28,444
SUKKUR DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,76416,18529,2994
SUKKUR DISTRICT,Urban,Unbaked Bricks / Mud,Wall,16679,2212,512
SUKKUR DISTRICT,Urban,Wood / Bamboo,Wall,4639,419,669
SUKKUR DISTRICT,Urban,Others,Wall,703,102,261
SUKKUR DISTRICT,Urban,Rcc / Rbc,Roof,12639,6932,759
SUKKUR DISTRICT,Urban,Cement / Iron Sheets,Roof,3160,1326,155
SUKKUR DISTRICT,Urban,Garder / T.Iron,Roof,68034,11247,2182
SUKKUR DISTRICT,Urban,Wood / Bamboo,Roof,13978,1558,1132
SUKKUR DISTRICT,Urban,Others,Roof,626,199,208
SWABI DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,132644,10421,8518
SWABI DISTRICT,Rural,Unbaked Bricks / Mud,Wall,11630,2592,5232
SWABI DISTRICT,Rural,Wood / Bamboo,Wall,1202,248,800
SWABI DISTRICT,Rural,Others,Wall,1238,120,276
SWABI DISTRICT,Rural,Rcc / Rbc,Roof,74994,4690,3854
SWABI DISTRICT,Rural,Cement / Iron Sheets,Roof,9553,1726,1010
SWABI DISTRICT,Rural,Garder / T.Iron,Roof,38495,3030,2520
SWABI DISTRICT,Rural,Wood / Bamboo,Roof,22030,3722,7140
SWABI DISTRICT,Rural,Others,Roof,1642,213,302
SWABI DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,26947,4558,781
SWABI DISTRICT,Urban,Unbaked Bricks / Mud,Wall,1808,1076,568
SWABI DISTRICT,Urban,Wood / Bamboo,Wall,215,115,77
SWABI DISTRICT,Urban,Others,Wall,198,46,18
SWABI DISTRICT,Urban,Rcc / Rbc,Roof,18139,2552,310
SWABI DISTRICT,Urban,Cement / Iron Sheets,Roof,2660,439,41
SWABI DISTRICT,Urban,Garder / T.Iron,Roof,4221,1213,236
SWABI DISTRICT,Urban,Wood / Bamboo,Roof,3944,1541,843
SWABI DISTRICT,Urban,Others,Roof,204,50,14
SWAT DISTRICT,Rural,Baked Bricks / Blocks / Stone,Wall,119412,8174,3953
SWAT DISTRICT,Rural,Unbaked Bricks / Mud,Wall,31993,5331,3500
SWAT DISTRICT,Rural,Wood / Bamboo,Wall,8748,1027,923
SWAT DISTRICT,Rural,Others,Wall,2968,392,243
SWAT DISTRICT,Rural,Rcc / Rbc,Roof,63281,4381,1036
SWAT DISTRICT,Rural,Cement / Iron Sheets,Roof,23877,1463,606
SWAT DISTRICT,Rural,Garder / T.Iron,Roof,3095,469,197
SWAT DISTRICT,Rural,Wood / Bamboo,Roof,68135,8021,6341
SWAT DISTRICT,Rural,Others,Roof,4733,590,439
SWAT DISTRICT,Urban,Baked Bricks / Blocks / Stone,Wall,51662,17811,1353
SWAT DISTRICT,Urban,Unbaked Bricks / Mud,Wall,5653,2961,558
SWAT DISTRICT,Urban,Wood / Bamboo,Wall,2338,649,176
SWAT DISTRICT,Urban,Others,Wall,748,358,43
SWAT DISTRICT,Urban,Rcc / Rbc,Roof,37700,12996,614
SWAT DISTRICT,Urban,Cement / Iron Sheets,Roof,9631,3123,207
SWAT DISTRICT,Urban,Garder / T.Iron,Roof,1475,646,71
SWAT DISTRICT,Urban,Wood / Bamboo,Roof,10584,4376,1165
SWAT DISTRICT,Urban,Others,Roof,1011,638,73
